version,version_season,season,full_name,castaway_id,castaway,age,city,state,episode,day,order,result,jury_status,place,origil_tribe,jury,finalist,winner,acknowledge,ack_look,ack_speak,ack_gesture,ack_smile
US,US14,14,Edgardo Rivera,US0213,Edgardo,28,Miami Beach,Florida,10,27,11,10th voted out,4th jury member,9,Moto,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US14,14,Mookie Lee,US0214,Mookie,25,Chicago,Illinois,11,30,12,11th voted out,5th jury member,8,Ravu,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US14,14,Alex Angarita,US0215,Alex,28,Los Angeles,California,12,33,13,12th voted out,6th jury member,7,Moto,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US14,14,Stacy Kimball,US0216,Stacy,27,Boulder,Colorado,13,36,14,13th voted out,7th jury member,6,Moto,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US14,14,Kenward Bernis,US0217,Boo,34,Lafayette,Louisiana,14,37,15,14th voted out,8th jury member,5,Moto,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US14,14,Yau-Man Chan,US0218,Yau-Man,54,Martinez,California,14,38,16,15th voted out,9th jury member,4,Ravu,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US14,14,Andria Herd,US0219,Dreamz,25,Wilmington,North Carolina,14,39,17,Runner-up,,3,Moto,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US14,14,Cassandra Franklin,US0220,Cassandra,42,Los Angeles,California,14,39,18,Runner-up,,2,Moto,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US14,14,Earl Cole,US0221,Earl,35,Santa Monica,California,14,39,19,Sole Survivor,,1,Ravu,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US13,13,Sekou Bunch,US0183,Sekou,45,Los Angeles,California,1,3,1,1st voted out,,20,Manihiki,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US13,13,Virgilio Garcia,US0184,Billy,36,New York City,New York,2,6,2,2nd voted out,,19,Aitutaki,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US13,13,Cecilia Mansilla,US0185,Cecilia,29,Oakland,California,3,8,3,3rd voted out,,18,Aitutaki,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US13,13,John Calderon,US0186,J.P.,30,Long Beach,California,4,11,4,4th voted out,,17,Aitutaki,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US13,13,Stephannie Favor,US0187,Stephannie,35,Columbia,South Carolina,5,14,5,5th voted out,,16,Manihiki,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US13,13,Anh-Tuan Bui,US0188,Cao Boi,42,Christiansburg,Virginia,6,15,6,6th voted out,,15,Puka Puka,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US13,13,Cristina Coria,US0189,Cristina,35,Santa Monica,California,6,15,7,7th voted out,,14,Aitutaki,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US13,13,Jessica Smith,US0190,Jessica,27,Chico,California,8,18,8,8th voted out,,13,Rarotonga,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US13,13,Brad Virata,US0191,Brad,29,Santa Monica,California,9,21,9,9th voted out,1st jury member,12,Puka Puka,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US13,13,Rebecca Borman,US0192,Rebecca,34,Laurelton,New York,10,24,10,10th voted out,2nd jury member,11,Manihiki,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US13,13,Jenny Guzon-Bae,US0193,Jenny,36,Lake Forest,Illinois,10,24,11,11th voted out,3rd jury member,10,Puka Puka,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US13,13,Nathan Gonzalez,US0194,Nate,26,Playa del Rey,California,11,27,12,12th voted out,4th jury member,9,Manihiki,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US13,13,Candice Woodcock,US0195,Candice,23,Washington,D.C.,12,30,13,13th voted out,5th jury member,8,Rarotonga,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US13,13,Jonathan Penner,US0196,Jonathan,44,Los Angeles,California,13,33,14,14th voted out,6th jury member,7,Rarotonga,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US13,13,Parvati Shallow,US0197,Parvati,23,West Hollywood,California,14,36,15,15th voted out,7th jury member,6,Rarotonga,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US13,13,Adam Gentry,US0198,Adam,28,San Diego,California,15,37,16,16th voted out,8th jury member,5,Rarotonga,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US13,13,Sundra Oakley,US0199,Sundra,31,Los Angeles,California,15,38,17,Lost fire challenge,9th jury member,4,Manihiki,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US13,13,Rebekah Lee,US0200,Becky,28,Washington,D.C.,15,39,18,2nd runner-up,,3,Puka Puka,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US13,13,Oscar Lusth,US0201,Ozzy,24,Venice,California,15,39,19,Runner-up,,2,Aitutaki,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US13,13,Yul Kwon,US0202,Yul,31,San Mateo,California,15,39,20,Sole Survivor,,1,Puka Puka,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US12,12,Tina Scheer,US0167,Tina,44,Hayward,Wisconsin,1,3,1,1st voted out,,16,Casaya,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US12,12,Melinda Hyder,US0168,Melinda,32,Sevierville,Tennessee,2,6,2,2nd voted out,,15,Casaya,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
US,US12,12,Misty Giles,US0169,Misty,24,Dallas,Texas,3,8,3,3rd voted out,,14,Bayoneta,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
US,US12,12,Ruth Marie Milliman,US0170,Ruth Marie,48,Greenville,South Carolina,4,11,4,4th voted out,,13,Casaya,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
US,US12,12,Bobby Mason,US0171,Bobby,32,Los Angeles,California,5,14,5,5th voted out,,12,Viveros,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US12,12,Dan Barry,US0172,Dan,51,South Hadley,Massachusetts,6,15,6,6th voted out,,11,La Mina,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US12,12,Nick Stanbury,US0173,Nick,25,Tempe,Arizona,8,18,7,7th voted out,,10,Viveros,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US12,12,Austin Carty,US0174,Austin,24,High Point,North Carolina,9,21,8,8th voted out,1st jury member,9,Viveros,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US12,12,Sally Schumann,US0175,Sally,27,Chicago,Illinois,10,24,9,9th voted out,2nd jury member,8,Bayoneta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US12,12,Bruce Kanegai,US0176,Bruce,57,Simi Valley,California,11,25,10,Medically evacuated,3rd jury member,7,La Mina,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US12,12,Courtney Marit,US0177,Courtney,31,Los Angeles,California,12,30,11,10th voted out,4th jury member,6,Bayoneta,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
US,US12,12,Shane Powers,US0178,Shane,34,Los Angeles,California,13,33,12,11th voted out,5th jury member,5,La Mina,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US,US12,12,Cirie Fields,US0179,Cirie,35,Walterboro,South Carolina,14,36,13,12th voted out,6th jury member,4,Casaya,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US12,12,Terry Deitz,US0180,Terry,46,Simsbury,Connecticut,15,38,14,13th voted out,7th jury member,3,La Mina,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US12,12,Danielle DiLorenzo,US0181,Danielle,24,Pompano Beach,Florida,15,39,15,Runner-up,,2,Bayoneta,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US12,12,Aras Baskauskas,US0182,Aras,24,Santa Monica,California,15,39,16,Sole Survivor,,1,Viveros,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US11,11,Jim Lynch,US0151,Jim,63,Northglenn,Colorado,1,3,1,1st voted out,,18,Nakum,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
US,US11,11,Morgan McDevitt,US0152,Morgan,21,Decatur,Illinois,2,6,2,2nd voted out,,17,Yaxha,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US11,11,Brianna Varela,US0153,Brianna,21,Edmonds,Washington,3,8,3,3rd voted out,,16,Yaxha,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US11,11,Brooke Struck,US0154,Brooke,25,Hood River,Oregon,4,11,4,4th voted out,,15,Nakum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US11,11,Blake Towsley,US0155,Blake,24,Dallas,Texas,5,14,5,5th voted out,,14,Nakum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
US,US11,11,Margaret Bobonich,US0156,Margaret,43,Chardon,Ohio,6,15,6,6th voted out,,13,Nakum,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US11,11,Brian Corridan,US0157,Brian,22,New York City,New York,6,15,7,7th voted out,,12,Yaxha,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US11,11,Amy O'Hara,US0158,Amy,39,Revere,Massachusetts,7,18,8,8th voted out,,11,Yaxha,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US11,11,Brandon Bellinger,US0159,Brandon,22,Manhattan,Kansas,8,21,9,9th voted out,,10,Nakum,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
US,US11,11,Bobby Jon Drinkard,US0141,Bobby Jon,28,Los Angeles,California,9,24,10,10th voted out,1st jury member,9,Nakum,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US11,11,Jamie Newton,US0160,Jamie,24,North Hollywood,California,10,27,11,11th voted out,2nd jury member,8,Yaxha,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US11,11,Gary Hogeboom,US0161,Gary,46,Grand Haven,Michigan,11,30,12,12th voted out,3rd jury member,7,Yaxha,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US11,11,Judd Sergeant,US0162,Judd,34,Ridgefield,New Jersey,12,33,13,13th voted out,4th jury member,6,Nakum,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
US,US11,11,Cindy Hall,US0163,Cindy,31,Naples,Florida,13,36,14,14th voted out,5th jury member,5,Nakum,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US11,11,Lydia Morales,US0164,Lydia,42,Lakewood,Washington,14,37,15,15th voted out,6th jury member,4,Yaxha,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US11,11,Rafe Judkins,US0165,Rafe,22,Pittsburgh,Pennsylvania,14,38,16,16th voted out,7th jury member,3,Yaxha,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US11,11,Stephenie LaGrossa,US0144,Stephenie,25,Toms River,New Jersey,14,39,17,Runner-up,,2,Yaxha,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US11,11,Danni Boatwright,US0166,Danni,29,Tonganoxie,Kansas,14,39,18,Sole Survivor,,1,Nakum,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US10,10,Jonathan Libby,US0131,Jonathan,23,Dallas,Texas,1,2,1,Eliminated,,20,None,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US10,10,Wanda Shirk,US0132,Wanda,55,Ulysses,Pennsylvania,1,2,2,Eliminated,,19,None,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US10,10,Jolanda Jones,US0133,Jolanda,38,Houston,Texas,1,3,3,1st voted out,,18,Ulong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Ashlee Ashby,US0134,Ashlee,22,Easley,South Carolina,2,6,4,2nd voted out,,17,Ulong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Jeff Wilson,US0135,Jeff,21,Ventura,California,3,8,5,3rd voted out,,16,Ulong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Kimberly Mullen,US0136,Kim,25,Huber Heights,Ohio,4,11,6,4th voted out,,15,Ulong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Willard Smith,US0137,Willard,56,Bellevue,Washington,5,12,7,5th voted out,,14,Koror,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US10,10,Angie Jakusz,US0138,Angie,24,New Orleans,Louisiana,5,12,8,6th voted out,,13,Ulong,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US10,10,James Miller,US0139,James,33,Mobile,Alabama,6,15,9,7th voted out,,12,Ulong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Ibrehem Rahman,US0140,Ibrehem,27,Birmingham,Alabama,7,18,10,8th voted out,,11,Ulong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Bobby Jon Drinkard,US0141,Bobby Jon,27,Los Angeles,California,8,21,11,Lost fire challenge,,10,Ulong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Coby Archa,US0142,Coby,32,Athens,Texas,9,24,12,9th voted out,1st jury member,9,Koror,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US10,10,Janu Tornell,US0143,Janu,39,Las Vegas,Nevada,10,27,13,Quit,2nd jury member,8,Koror,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US10,10,Stephenie LaGrossa,US0144,Stephenie,24,Toms River,New Jersey,11,30,14,10th voted out,3rd jury member,7,Ulong,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Gregg Carey,US0145,Gregg,27,Chicago,Illinois,12,33,15,11th voted out,4th jury member,6,Koror,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Caryn Groedel,US0146,Caryn,46,Solon,Ohio,13,36,16,12th voted out,5th jury member,5,Koror,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Jennifer Lyon,US0147,Jenn,32,Encino,California,14,37,17,Lost fire challenge,6th jury member,4,Koror,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
US,US10,10,Ian Rosenberger,US0148,Ian,23,Ambridge,Pennsylvania,14,38,18,14th voted out,7th jury member,3,Koror,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US10,10,Katie Gallagher,US0149,Katie,29,Merced,California,14,39,19,Runner-up,,2,Koror,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US10,10,Tom Westman,US0150,Tom,40,Sayville,New York,14,39,20,Sole Survivor,,1,Koror,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US09,9,Brook Geraghty,US0113,Brook,27,Winthrop,Massachusetts,1,3,1,1st voted out,,18,Lopevi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US09,9,Dolly Neely,US0114,Dolly,25,Lake Latonka,Pennsylvania,2,6,2,2nd voted out,,17,Yasur,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US09,9,John Palyok,US0115,John P.,31,Los Angeles,California,3,7,3,3rd voted out,,16,Lopevi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US09,9,Mia Galeotalanza,US0116,Mia,29,Boston,Massachusetts,3,7,4,4th voted out,,15,Yasur,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
US,US09,9,Brady Finta,US0117,Brady,33,Huntington Beach,California,4,10,5,5th voted out,,14,Lopevi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US09,9,Travis Sampson,US0118,Travis,33,Johnson City,Tennessee,5,12,6,6th voted out,,13,Lopevi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US09,9,Lisa Keiffer,US0119,Lisa,44,Mandeville,Louisiana,6,15,7,7th voted out,,12,Yasur,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
US,US09,9,John Kenney,US0120,John K.,22,Los Angeles,California,7,18,8,8th voted out,,11,Lopevi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US09,9,Rory Freeman,US0121,Rory,35,Des Moines,Iowa,8,21,9,9th voted out,,10,Lopevi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US09,9,Lea Masters,US0122,Lea,40,Columbia,South Carolina,9,24,10,10th voted out,1st jury member,9,Lopevi,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US09,9,James Crittenden,US0123,Chad,34,Oakland,California,10,27,11,11th voted out,2nd jury member,8,Lopevi,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US09,9,Leann Slaby,US0124,Leann,35,Kansasville,Wisconsin,11,30,12,12th voted out,3rd jury member,7,Yasur,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US,US09,9,Ami Cusack,US0125,Ami,31,Lakewood,Colorado,12,33,13,13th voted out,4th jury member,6,Yasur,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US09,9,Julie Berry,US0126,Julie,23,Gorham,Maine,13,36,14,14th voted out,5th jury member,5,Yasur,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US09,9,Eliza Orlins,US0127,Eliza,21,Syracuse,New York,14,37,15,15th voted out,6th jury member,4,Yasur,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US,US09,9,Scout Cloud Lee,US0128,Scout,59,Stillwater,Oklahoma,14,38,16,16th voted out,7th jury member,3,Yasur,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US09,9,Twila Tanner,US0129,Twila,41,Marshall,Missouri,14,39,17,Runner-up,,2,Yasur,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US09,9,Chris Daugherty,US0130,Chris,33,South Vienna,Ohio,14,39,18,Sole Survivor,,1,Lopevi,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US08,8,Tina Wesson,US0032,Tina,42,Knoxville,Tennessee,1,3,1,1st voted out,,18,Saboga,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US08,8,Rudy Boesch,US0014,Rudy,75,Virginia Beach,Virginia,2,6,2,2nd voted out,,17,Saboga,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US08,8,Jenna Morasca,US0096,Jenna M.,22,Bridgeville,Pennsylvania,3,9,3,Quit,,16,Mogo Mogo,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US08,8,Rob Cesternino,US0094,Rob C.,25,Plainview,New York,4,12,4,3rd voted out,,15,Chapera,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US08,8,Richard Hatch,US0016,Richard,42,Middletown,Rhode Island,5,15,5,4th voted out,,14,Mogo Mogo,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US08,8,Susan Hawk,US0013,Sue,42,Las Vegas,Nevada,6,17,6,Quit,,13,Chapera,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US08,8,Colby Donaldson,US0031,Colby,29,Los Angeles,California,7,19,7,5th voted out,,12,Mogo Mogo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US08,8,Ethan Zohn,US0048,Ethan,30,New York City,New York,8,21,8,6th voted out,,11,Saboga,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US08,8,Jerri Manthey,US0025,Jerri,33,Los Angeles,California,10,24,9,7th voted out,,10,Saboga,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US08,8,Lex van den Berghe,US0046,Lex,40,Santa Cruz,California,11,27,10,8th voted out,1st jury member,9,Mogo Mogo,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US08,8,Kathy Vavrick-O'Brien,US0062,Kathy,48,Burlington,Vermont,12,28,11,9th voted out,2nd jury member,8,Mogo Mogo,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US08,8,Alicia Calaway,US0024,Alicia,35,New York City,New York,13,30,12,10th voted out,3rd jury member,7,Chapera,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US08,8,Shii Ann Huang,US0071,Shii Ann,29,New York City,New York,14,33,13,11th voted out,4th jury member,6,Mogo Mogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US08,8,Tom Buchanan,US0045,Tom,48,Rich Valley,Virginia,15,36,14,12th voted out,5th jury member,5,Chapera,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US,US08,8,Rupert Boneham,US0107,Rupert,39,Indianapolis,Indiana,16,37,15,13th voted out,6th jury member,4,Saboga,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US08,8,Jenna Lewis,US0009,Jenna L.,26,Burbank,California,16,38,16,14th voted out,7th jury member,3,Saboga,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US08,8,Rob Mariano,US0055,Boston Rob,27,Canton,Massachusetts,16,39,17,Runner-up,,2,Chapera,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US08,8,Amber Brkich,US0027,Amber,25,Beaver,Pennsylvania,16,39,18,Sole Survivor,,1,Chapera,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US07,7,Nicole Delma,US0097,Nicole,24,Hermosa Beach,California,1,3,1,1st voted out,,16,Morgan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Ryan Shoulders,US0098,Ryan S.,23,Clarksville,Tennessee,2,6,2,2nd voted out,,15,Morgan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Michelle Tesauro,US0101,Michelle,22,Washington,D.C.,5,15,5,5th voted out,,14,Drake,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US07,7,Trish Dunn,US0102,Trish,42,Annapolis,Maryland,6,18,6,6th voted out,,13,Drake,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Shawn Cohen,US0103,Shawn,28,Hollywood,California,7,19,7,7th voted out,,12,Drake,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Osten Taylor,US0104,Osten,27,Boston,Massachusetts,7,19,8,Quit,,11,Morgan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Andrew Savage,US0105,Andrew,39,Chicago,Illinois,8,21,9,8th voted out,,10,Morgan,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US07,7,Ryan Opray,US0106,Ryan O.,30,Los Gatos,California,9,24,10,9th voted out,1st jury member,9,Morgan,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
US,US07,7,Rupert Boneham,US0107,Rupert,39,Indianapolis,Indiana,10,27,11,10th voted out,2nd jury member,8,Drake,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Tijuana Bradley,US0108,Tijuana,26,St. Louis,Missouri,11,30,12,11th voted out,3rd jury member,7,Morgan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Christa Hastie,US0109,Christa,24,Los Angeles,California,12,33,13,12th voted out,4th jury member,6,Drake,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US07,7,Burton Roberts,US0100,Burton,31,San Francisco,California,13,36,14,13th voted out,5th jury member,5,Drake,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Darrah Johnson,US0110,Darrah,22,Liberty,Mississippi,14,37,15,14th voted out,6th jury member,4,Morgan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Jon Dalton,US0111,Jonny Fairplay,29,Los Angeles,California,14,38,16,15th voted out,7th jury member,3,Drake,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Lillian Morris,US0099,Lillian,51,Loveland,Ohio,14,39,17,Runner-up,,2,Morgan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US07,7,Sandra Diaz-Twine,US0112,Sandra,29,Fort Lewis,Washington,14,39,18,Sole Survivor,,1,Drake,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US06,6,Ryan Aiken,US0081,Ryan,23,Ellicott City,Maryland,1,3,1,1st voted out,,16,Tambaqui,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US06,6,Janet Koth,US0082,Janet,46,Manchester,Missouri,2,6,2,2nd voted out,,15,Jaburu,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US06,6,Daniel Lue,US0083,Daniel,26,Houston,Texas,3,9,3,3rd voted out,,14,Tambaqui,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US06,6,JoAnna Ward,US0084,JoAnna,31,Orangeburg,South Carolina,4,12,4,4th voted out,,13,Jaburu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US06,6,Jeanne Hebert,US0085,Jeanne,40,North Attleboro,Massachusetts,5,15,5,5th voted out,,12,Jaburu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US06,6,Shawna Mitchell,US0086,Shawna,23,Los Angeles,California,6,18,6,6th voted out,,11,Jaburu,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
