version,version_season,season,full_name,castaway_id,castaway,age,city,state,episode,day,order,result,jury_status,place,origil_tribe,jury,finalist,winner,acknowledge,ack_look,ack_speak,ack_gesture,ack_smile
US,US49,49,Nicole Mazullo,US0744,Nicole,26,Philadelphia,Pennsylvania,1,2,1,1st voted out,,18,Kele,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US49,49,Annie Davis,US0735,Annie,49,Austin,Texas,2,5,2,2nd voted out,,17,Kele,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US49,49,Jake Latimer,US0736,Jake,35,St. Albert,Alberta,3,6,3,Medically evacuated,,16,Kele,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US49,49,Jeremiah Ing,US0739,Jeremiah,38,Toronto,Ontario,3,7,4,3rd voted out,,15,Kele,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US49,49,Matt Williams,US0741,Matt,52,St. George,Utah,4,8,5,4th voted out,,14,Hina,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US49,49,Jason Treul,US0737,Jason,32,Santa Ana,California,5,10,6,5th voted out,,13,Hina,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US49,49,Shannon Fairweather,US0748,Shannon,27,Boston,Massachusetts,6,12,7,6th voted out,,12,Uli,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US49,49,Nate Moore,US0743,Nate,47,Hermosa Beach,California,7,14,8,7th voted out,1st jury member,11,Uli,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US49,49,MC Chukwujekwu,US0742,MC,29,San Diego,California,8,15,9,8th voted out,2nd jury member,10,Hina,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US49,49,Alex Moore,US0734,Alex,26,Washington,District of Columbia,9,17,10,9th voted out,3rd jury member,9,Kele,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US49,49,Jawan Pitts,US0738,Jawan,28,Los Angeles,California,10,19,11,10th voted out,4th jury member,8,Uli,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US49,49,Sophie Segreti,US0750,Sophie,31,New York,New York,11,21,12,11th voted out,5th jury member,7,Hina,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US49,49,Steven Ramm,US0751,Steven,35,Denver,Colorado,12,23,13,12th voted out,6th jury member,6,Hina,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US49,49,Kristina Mills,US0740,Kristina,35,Edmond,Oklahoma,13,24,14,13th voted out,7th jury member,5,Hina,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US49,49,Rizo Velovic,US0745,Rizo,25,Yonkers,New York,13,25,15,Lost final 4 fire challenge,8th jury member,4,Uli,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US49,49,Sage Ahrens-Nichols,US0746,Sage,30,Olympia,Washington,13,26,16,2nd runner-up,,3,Uli,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US49,49,Sophi Balerdi,US0749,Sophi,27,Miami,Florida,13,26,17,Runner-up,,2,Kele,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US49,49,Savannah Louie,US0747,Savannah,31,Atlanta,Georgia,13,26,18,Sole Survivor,,1,Uli,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US48,48,Stephanie Berger,US0732,Stephanie,37,Brooklyn,New York,1,2,1,1st voted out,,18,Vula,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US48,48,Kevin Leung,US0725,Kevin,33,Livermore,California,2,5,2,2nd voted out,,17,Vula,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US48,48,Justin Pioppi,US0723,Justin,29,Winthrop,Massachusetts,3,7,3,3rd voted out,,16,Vula,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US48,48,Thomas Krottinger,US0733,Thomas,34,Los Angeles,California,4,9,4,4th voted out,,15,Lagi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US48,48,Bianca Roses,US0716,Bianca,32,Arlington,Virginia,5,11,5,5th voted out,,14,Lagi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US48,48,Charity Nelms,US0718,Charity,33,St. Petersburg,Florida,6,13,6,6th voted out,,13,Civa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US48,48,Sai Hughley,US0729,Sai,29,Simi Valley,California,7,14,7,7th voted out,,12,Vula,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US48,48,Cedrek McFadden,US0717,Cedrek,45,Greenville,South Carolina,7,14,8,8th voted out,1st jury member,11,Vula,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US48,48,Chrissy Sarnowsky,US0719,Chrissy,54,Chicago,Illinois,8,15,9,9th voted out,2nd jury member,10,Civa,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
US,US48,48,David Kinne,US0720,David,38,Buena Park,California,9,17,10,10th voted out,3rd jury member,9,Civa,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US48,48,Star Toomey,US0731,Star,27,Augusta,Georgia,10,19,11,11th voted out,4th jury member,8,Lagi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US48,48,Mary Zheng,US0727,Mary,30,Philadelphia,Pennsylvania,11,21,12,12th voted out,5th jury member,7,Vula,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US48,48,Shauhin Davari,US0730,Shauhin,37,Costa Mesa,California,12,23,13,13th voted out,6th jury member,6,Lagi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US48,48,Mitch Guerra,US0728,Mitch,34,Waco,Texas,13,24,14,14th voted out,7th jury member,5,Civa,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US48,48,Kamilla Karthigesu,US0724,Kamilla,30,Foster City,California,13,25,15,Lost final 4 fire challenge,8th jury member,4,Civa,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US48,48,Joe Hunter,US0722,Joe,45,West Sacramento,California,13,26,16,2nd runner-up,,3,Lagi,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US48,48,Eva Erickson,US0721,Eva,23,Providence,Rhode Island,13,26,17,Runner-up,,2,Lagi,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US48,48,Kyle Fraser,US0726,Kyle,30,Brooklyn,New York,13,26,18,Sole Survivor,,1,Civa,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US47,47,Jon Lovett,US0704,Jon,41,Los Angeles,California,1,3,1,1st voted out,,18,Gata,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US47,47,TK Foster,US0715,TK,31,Upper Marlboro,Maryland,2,5,2,2nd voted out,,17,Tuku,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US47,47,Aysha Welch,US0700,Aysha,32,Houston,Texas,3,7,3,3rd voted out,,16,Lavo,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US47,47,Kishan Patel,US0705,Kishan,27,San Francisco,California,4,8,4,4th voted out,,15,Lavo,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US47,47,Anika Dhar,US0699,Anika,26,Los Angeles,California,5,10,5,5th voted out,,14,Gata,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
US,US47,47,Rome Cooney,US0708,Rome,30,Phoenix,Arizona,6,12,6,6th voted out,,13,Lavo,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US47,47,Tiyana Hallums,US0714,Tiyana,27,Aiea,Hawaii,7,13,7,7th voted out,,12,Tuku,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US47,47,Sierra Wright,US0710,Sierra,26,Phoenixville,Pennsylvania,8,15,8,8th voted out,1st jury member,11,Gata,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US47,47,Sol Yi,US0711,Sol,43,Norwalk,Connecticut,9,16,9,9th voted out,2nd jury member,10,Lavo,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US47,47,Gabe Ortis,US0702,Gabe,26,Baltimore,Maryland,10,18,10,10th voted out,3rd jury member,9,Tuku,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US47,47,Kyle Ostwald,US0706,Kyle,31,Cheboygan,Michigan,11,20,11,11th voted out,4th jury member,8,Tuku,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US47,47,Caroline Vidmar,US0701,Caroline,27,Chicago,Illinois,12,22,12,12th voted out,5th jury member,7,Tuku,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US47,47,Andy Rueda,US0698,Andy,31,Buffalo,New York,13,23,13,13th voted out,6th jury memmber,6,Gata,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US47,47,Genevieve Mushaluk,US0703,Genevieve,32,Winnipeg,Manitoba,13,24,14,14th voted out,7th jury member,5,Lavo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US47,47,Teeny Chirichillo,US0713,Teeny,23,Manahawkin,New Jersey,14,25,15,Lost final 4 fire challenge,8th jury member,4,Lavo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US47,47,Sue Smey,US0712,Sue,58,Putnam Valley,New York,14,26,16,2nd runner-up,,3,Tuku,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US47,47,Sam Phalen,US0709,Sam,24,Nashville,Tennessee,14,26,17,Runner-up,,2,Gata,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US47,47,Rachel LaMont,US0707,Rachel,34,Southfield,Michigan,14,26,18,Sole Survivor,,1,Gata,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US46,46,David Jelinsky,US0683,Jelinsky,21,Las Vegas,Nevada,1,3,1,1st voted out,,18,Yanu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US46,46,Jess Chong,US0686,Jess,37,San Francisco,California,2,5,2,2nd voted out,,17,Yanu,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US46,46,Randen Montalvo,US0692,Randen,40,Orlando,Florida,3,7,3,Medically evacuated,,16,Nami,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US46,46,Bhanu Gopal,US0681,Bhanu,41,Acton,Massachusetts,4,9,4,3rd voted out,,15,Yanu,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US46,46,Jem Hussain-Adams,US0685,Jem,31,Chicago,Illinois,5,11,5,4th voted out,,14,Siga,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US46,46,Moriah Gaynor,US0690,Moriah,28,San Diego,California,6,13,6,5th voted out,,13,Siga,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US46,46,Tim Spicer,US0696,Tim,30,Atlanta,Georgia,7,14,7,6th voted out,,12,Siga,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US46,46,Soda Thompson,US0693,Soda,27,Lake Hopatcong,New Jersey,7,14,8,7th voted out,1st jury member,11,Nami,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US46,46,Tevin Davis,US0694,Tevin,24,Richmond,Virginia,8,16,9,8th voted out,2nd jury member,10,Nami,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US46,46,Hunter McKnight,US0684,Hunter,27,French Camp,Mississippi,9,17,10,9th voted out,3rd jury member,9,Nami,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US46,46,Tiffany Nicole Ervin,US0695,Tiffany,32,Elizabeth,New Jersey,10,19,11,10th voted out,4th jury member,8,Yanu,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
US,US46,46,Venus Vafa,US0697,Venus,24,Toronto,Ontario,11,21,12,11th voted out,5th jury member,7,Nami,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US46,46,Q Burdette,US0691,Q,29,Memphis,Tennessee,12,23,13,12th voted out,6th jury member,6,Yanu,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US46,46,Maria Shrime Gonzalez,US0689,Maria,47,Dallas,Texas,13,24,14,13th voted out,7th jury member,5,Siga,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US46,46,Liz Wilcox,US0688,Liz,35,Orlando,Florida,13,25,15,Lost final 4 fire challenge,8th jury member,4,Nami,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US46,46,Ben Katzman,US0680,Ben,31,Miami,Florida,13,26,16,2nd runner-up,,3,Siga,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US46,46,Charlie Davis,US0682,Charlie,25,Boston,Massachusetts,13,26,17,Runner-up,,2,Siga,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US46,46,Kenzie Petty,US0687,Kenzie,28,Charlotte,North Carolina,13,26,18,Sole Survivor,,1,Yanu,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US45,45,Hannah Rose,US0669,Hannah,33,Baltimore City,Maryland,1,3,1,Quit,,18,Lulu,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US45,45,Brandon Donlon,US0665,Brandon,25,Sicklerville,New Jersey,2,5,2,1st voted out,,17,Lulu,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US45,45,Sabiyah Broderick,US0677,Sabiyah,27,Jacksonville,North Carolina,3,7,3,2nd voted out,,16,Lulu,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US45,45,Sean Edwards,US0678,Sean,34,Provo-Orem,Utah,4,9,4,3rd voted out; Quit,,15,Lulu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US45,45,Brando Meyer,US0664,Brando,23,Seattle,Washington,5,11,5,4th voted out,,14,Belo,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US45,45,J. Maya,US0670,J. Maya,24,Los Angeles,California,6,13,6,5th voted out,,13,Reba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US45,45,Sifu Alsup,US0679,Sifu,30,O'Fallon,Illinois,7,14,7,6th voted out,,12,Reba,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US45,45,Kaleb Gebrewold,US0673,Kaleb,29,Vancouver,British Columbia,7,14,8,7th voted out,1st jury member,11,Lulu,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US45,45,Kellie Nalbandian,US0675,Kellie,30,New York,New York,8,16,9,8th voted out,2nd jury member,10,Belo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
US,US45,45,Kendra McQuarrie,US0676,Kendra,30,Steamboat Springs,Colorado,9,17,10,9th voted out,3rd jury member,9,Belo,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US,US45,45,Bruce Perreault,US0657,Bruce,46,Warwick,Rhode Island,10,19,11,10th voted out,4th jury member,8,Belo,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
US,US45,45,Emily Flippen,US0668,Emily,28,Laurel,Maryland,11,21,12,11th voted out,5th jury member,7,Lulu,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US45,45,Drew Basile,US0667,Drew,23,Philadelphia,Pensylvania,12,23,13,12th voted out,6th jury member,6,Reba,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US45,45,Julie Alley,US0672,Julie,49,Brentwood,Tennessee,13,24,14,13th voted out,7th jury member,5,Reba,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US45,45,Katurah Topps,US0674,Katurah,34,Brooklyn,New York,13,25,15,Lost final 4 fire challenge,8th jury member,4,Belo,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
US,US45,45,Jake O'Kane,US0671,Jake,26,Boston,Massachusetts,13,26,16,2nd runner-up,,3,Belo,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US45,45,Austin Li Coon,US0663,Austin,26,Chicago,Illinois,13,26,17,Runner-up,,2,Reba,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US45,45,Dee Valladares,US0666,Dee,26,Miami,Florida,13,26,18,Sole Survivor,,1,Reba,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US44,44,Bruce Perreault,US0657,Bruce,45,Warwick,Rhode Island,1,1,1,Medically evacuated,,18,Tika,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US44,44,Maddy Pomilla,US0649,Maddy,28,Brooklyn,New York,1,3,2,1st voted out,,17,Ratu,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US44,44,Helen Li,US0660,Helen,28,San Francisco,California,2,5,3,2nd voted out,,16,Tika,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US44,44,Claire Rafson,US0651,Claire,25,Brooklyn,New York,3,7,4,3rd voted out,,15,Soka,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
US,US44,44,Sarah Wade,US0661,Sarah,26,Chicago,Illinois,4,9,5,4th voted out,,14,Tika,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US44,44,Matthew Grinstead-Mayle,US0650,Matthew,43,Columbus,Ohio,5,11,6,Medically evacuated,,13,Ratu,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US44,44,Josh Wilder,US0655,Josh,34,Atlanta,Georgia,6,13,7,5th voted out,,12,Soka,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US44,44,Matt Blankinship,US0656,Matt,27,San Francisco,California,7,14,8,6th voted out,1st jury member,11,Soka,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US44,44,Brandon Cottom,US0645,Brandon,29,Newtown,Pennsylvania,8,15,9,7th voted out,2nd jury member,10,Ratu,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US44,44,Kane Fritzler,US0647,Kane,24,Saskatoon,Saskatchewan,9,17,10,8th voted out,3rd jury member,9,Ratu,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US44,44,Frannie Marin,US0653,Frannie,23,Cambridge,Massachusetts,10,19,11,9th voted out,4th jury member,8,Soka,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US44,44,Danny Massa,US0652,Danny,31,Bronx,New York,11,21,12,10th voted out,5th jury member,7,Soka,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US44,44,Jaime Lynn Ruiz,US0646,Jaime,35,Mesa,Arizona,12,23,13,11th voted out,6th jury member,6,Ratu,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US44,44,Lauren Harpe,US0648,Lauren,30,Mont Belvieu,Texas,13,24,14,12th voted out,7th jury member,5,Ratu,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
US,US44,44,Carson Garrett,US0659,Carson,20,Atlanta,Georgia,13,25,15,Lost final 4 fire challenge,8th jury member,4,Tika,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US44,44,Carolyn Wiger,US0658,Carolyn,35,Hugo,Minnesota,13,26,16,2nd runner-up,,3,Tika,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US44,44,Heidi Lagares-Greenblatt,US0654,Heidi,42,Pittsburgh,Pennsylvania,13,26,17,Runner-up,,2,Soka,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US44,44,Yam Yam Arocho,US0662,Yam Yam,35,San Juan,Puerto Rico,13,26,18,Sole Survivor,,1,Tika,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US43,43,Morriah Young,US0639,Morriah,28,Philadelphia,Pennsylvania,1,3,1,1st voted out,,18,Baka,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US43,43,Justine Brennan,US0635,Justine,29,Marina Del Ray,California,2,5,2,2nd voted out,,17,Vesi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US43,43,Nneka Ejere,US0640,Nneka,43,Weatherford,Texas,3,7,3,3rd voted out,,16,Vesi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US43,43,Lindsay Carmine,US0637,Lindsay,42,Downington,Pennsylvania,4,9,4,4th voted out,,15,Coco,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US43,43,Geo Bustamante,US0631,Geo,35,Honalulu,Hawaii,5,11,5,5th voted out,,14,Coco,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US43,43,Elie Scott,US0630,Elie,31,Salt Lake City,Utah,6,13,6,6th voted out,,13,Baka,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US43,43,Dwight Moore,US0629,Dwight,21,Collierville,Tennasse,7,14,7,7th voted out,,12,Vesi,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US43,43,Jeanine Zheng,US0633,Jeanine,24,San Francisco,California,8,16,8,8th voted out,1st jury member,11,Baka,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US43,43,James Jones,US0632,James,36,Philadelphia,Pennsylvania,9,17,9,9th voted out,2nd jury member,10,Coco,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US43,43,Ryan Medrano,US0643,Ryan,24,El Paso,Texas,9,17,10,10th voted out,3rd jury member,9,Coco,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US43,43,Noelle Lambert,US0641,Noelle,25,Manchester,New Hampshire,10,19,11,11th voted out,4th jury member,8,Vesi,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US43,43,Sami Layadi,US0644,Sami,19,Las Vegas,Nevada,11,21,12,12th voted out,5th jury member,7,Baka,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US43,43,Cody Assenmacher,US0628,Cody,35,Honalulu,Hawaii,12,23,13,13th voted out,6th jury member,6,Vesi,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US43,43,Karla Cruz Godoy,US0636,Karla,28,Dewark,Delaware,13,24,14,14th voted out,7th jury member,5,Coco,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US43,43,Jesse Lopez,US0634,Jesse,30,Durham,North Carolina,13,25,15,Lost final 4 fire challenge,8th jury member,4,Vesi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
US,US43,43,Owen Knight,US0642,Owen,29,New Orleans,Louisiana,13,26,16,2nd runner-up,,3,Baka,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US43,43,Cassidy Clark,US0627,Cassidy,26,Austin,Texas,13,26,17,Runner-up,,2,Coco,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
US,US43,43,Mike Gabler,US0638,Gabler,51,Meridian,Idaho,13,26,18,Sole Survivor,,1,Baka,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA
US,US42,42,Jackson Fox,US0613,Jackson,47,Houston,Texas,1,3,1,Medically evacuated,,18,Taku,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
US,US42,42,Zach Wurthenberger,US0626,Zach,21,St. Louis,Missouri,1,3,2,1st voted out,,17,Ika,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US42,42,Marya Sherron,US0618,Marya,47,Noblesville,Indiana,2,5,3,2nd voted out,,16,Taku,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US42,42,Jenny Kim,US0614,Jenny,43,Brooklyn,New York,3,7,4,3rd voted out,,15,Vati,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US42,42,Swati Goel,US0624,Swati,19,Palo Alto,California,4,9,5,4th voted out,,14,Ika,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US42,42,Daniel Strunk,US0610,Daniel,30,New Haven,Connecticut,5,11,6,5th voted out,,13,Vati,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US,US42,42,Lydia Meredith,US0617,Lydia,22,Santa Monica,California,7,14,7,6th voted out,,12,Vati,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
US,US42,42,Chanelle Howell,US0609,Chanelle,28,New York City,New York,8,16,8,7th voted out,1st jury member,11,Vati,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US,US42,42,Rocksroy Bailey,US0622,Rocksroy,43,Las Vegas,Nevada,9,17,9,8th voted out,2nd jury member,10,Ika,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US42,42,Tori Meehan,US0625,Tori,24,Rogers,Arizona,9,17,10,9th voted out,3rd jury member,9,Ika,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US42,42,Hai Giang,US0612,Hai,29,New Orleans,Louisiana,10,19,11,10th voted out,4th jury member,8,Vati,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US42,42,Drea Wheeler,US0611,Drea,34,Montreal,Quebec,11,21,12,11th voted out,5th jury member,7,Ika,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US42,42,Omar Zaheer,US0621,Omar,31,Whitby,Ontario,12,23,13,12th voted out,6th jury member,6,Taku,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US42,42,Lindsay Dolashewich,US0616,Lindsay,30,Asbury Park,New Jersey,13,24,14,13th voted out,7th jury member,5,Taku,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
US,US42,42,Jonathan Young,US0615,Jonathan,28,Gulf Shores,Alabama,13,25,15,Lost final 4 fire challenge,8th jury member,4,Taku,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
US,US42,42,Romeo Escobar,US0623,Romeo,37,Norwalk,California,13,26,16,2nd runner-up,,3,Ika,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
