version,version_season,season,episode,fantasy_player,fantasy_point_earned,fantasy_points
US,US49,49,10,Reed,67,620
US,US49,49,11,Alex F,6,490
US,US49,49,11,Alex H,82,698
US,US49,49,11,Ali,49,513
US,US49,49,11,Antony,36,448
US,US49,49,11,Dustin,46,439
US,US49,49,11,Hiro,28,354
US,US49,49,11,John,39,657
US,US49,49,11,Liam,82,714
US,US49,49,11,Marin,42,592
US,US49,49,11,Marko,70,641
US,US49,49,11,Polina,62,709
US,US49,49,11,Reed,62,682
US,US49,49,12,Alex F,61,551
US,US49,49,12,Alex H,104,802
US,US49,49,12,Ali,86,599
US,US49,49,12,Antony,41,489
US,US49,49,12,Dustin,63,502
US,US49,49,12,Hiro,13,367
US,US49,49,12,John,79,736
US,US49,49,12,Liam,104,818
US,US49,49,12,Marin,77,669
US,US49,49,12,Marko,117,758
US,US49,49,12,Polina,104,813
US,US49,49,12,Reed,104,786
US,US49,49,13,Alex F,131,682
US,US49,49,13,Alex H,176,978
US,US49,49,13,Ali,131,730
US,US49,49,13,Antony,68,557
US,US49,49,13,Dustin,78,580
US,US49,49,13,Hiro,18,385
US,US49,49,13,John,146,882
US,US49,49,13,Liam,176,994
US,US49,49,13,Marin,194,863
US,US49,49,13,Marko,194,952
US,US49,49,13,Polina,176,989
US,US49,49,13,Reed,146,932
