version,version_season,season,episode,day,tribe_status,tribe,castaway,immunity,vote,vote_event,vote_event_outcome,split_vote,nullified,tie,voted_out,order,vote_order,castaway_id,vote_id,voted_out_id,sog_id,challenge_id
US,US49,49,1,2,Original,Kele,Alex,,Nicole,,,,FALSE,FALSE,Nicole,1,1,US0734,US0744,US0744,1,3
US,US49,49,1,2,Original,Kele,Annie,,Nicole,,,,FALSE,FALSE,Nicole,1,1,US0735,US0744,US0744,1,3
US,US49,49,1,2,Original,Kele,Jake,,Nicole,,,,FALSE,FALSE,Nicole,1,1,US0736,US0744,US0744,1,3
US,US49,49,1,2,Original,Kele,Jeremiah,,Nicole,,,,FALSE,FALSE,Nicole,1,1,US0739,US0744,US0744,1,3
US,US49,49,1,2,Original,Kele,Nicole,,Annie,,,,FALSE,FALSE,Nicole,1,1,US0744,US0735,US0744,1,3
US,US49,49,1,2,Original,Kele,Sophi,,Nicole,,,,FALSE,FALSE,Nicole,1,1,US0749,US0744,US0744,1,3
US,US49,49,2,5,Original,Kele,Alex,,Annie,,,,FALSE,FALSE,Annie,2,1,US0734,US0735,US0735,2,4
US,US49,49,2,5,Original,Kele,Annie,,Sophi,,,,FALSE,FALSE,Annie,2,1,US0735,US0749,US0735,2,4
US,US49,49,2,5,Original,Kele,Jake,,Annie,,,,FALSE,FALSE,Annie,2,1,US0736,US0735,US0735,2,4
US,US49,49,2,5,Original,Kele,Jeremiah,,Annie,,,,FALSE,FALSE,Annie,2,1,US0739,US0735,US0735,2,4
US,US49,49,2,5,Original,Kele,Sophi,,Annie,,,,FALSE,FALSE,Annie,2,1,US0749,US0735,US0735,2,4
US,US49,49,3,7,Original,Kele,Alex,Hidden,Jeremiah,,,,FALSE,FALSE,Jeremiah,4,1,US0734,US0739,US0739,4,5
US,US49,49,3,7,Original,Kele,Jeremiah,,Alex,,,,TRUE,FALSE,Jeremiah,4,1,US0739,US0734,US0739,4,5
US,US49,49,3,7,Original,Kele,Sophi,,Jeremiah,,,,FALSE,FALSE,Jeremiah,4,1,US0749,US0739,US0739,4,5
US,US49,49,4,8,Swapped,Hina,Jason,,Matt,,,"Matt, Jason",FALSE,FALSE,Matt,5,1,US0737,US0741,US0741,5,6
US,US49,49,4,8,Swapped,Hina,Matt,,Nate,,,,FALSE,FALSE,Matt,5,1,US0741,US0743,US0741,5,6
US,US49,49,4,8,Swapped,Hina,Sophi,,Jason,,,"Matt, Jason",FALSE,FALSE,Matt,5,1,US0749,US0737,US0741,5,6
US,US49,49,4,8,Swapped,Hina,Jawan,,Matt,,,"Matt, Jason",FALSE,FALSE,Matt,5,1,US0738,US0741,US0741,5,6
US,US49,49,4,8,Swapped,Hina,Nate,,Matt,,,"Matt, Jason",FALSE,FALSE,Matt,5,1,US0743,US0741,US0741,5,6
US,US49,49,4,8,Swapped,Hina,Rizo,,Matt,,,"Matt, Jason",FALSE,FALSE,Matt,5,1,US0745,US0741,US0741,5,6
US,US49,49,4,8,Swapped,Hina,Savannah,,Jason,,,"Matt, Jason",FALSE,FALSE,Matt,5,1,US0747,US0737,US0741,5,6
US,US49,49,5,10,Swapped,Hina,Jason,,Rizo,,,,FALSE,FALSE,Jason,6,1,US0737,US0745,US0737,6,7
US,US49,49,5,10,Swapped,Hina,Sophi,,Jason,,,,FALSE,FALSE,Jason,6,1,US0749,US0737,US0737,6,7
US,US49,49,5,10,Swapped,Hina,Jawan,,Jason,,,,FALSE,FALSE,Jason,6,1,US0738,US0737,US0737,6,7
US,US49,49,5,10,Swapped,Hina,Nate,,Jason,,,,FALSE,FALSE,Jason,6,1,US0743,US0737,US0737,6,7
US,US49,49,5,10,Swapped,Hina,Rizo,,Jason,,,,FALSE,FALSE,Jason,6,1,US0745,US0737,US0737,6,7
US,US49,49,5,10,Swapped,Hina,Savannah,,Jason,,,,FALSE,FALSE,Jason,6,1,US0747,US0737,US0737,6,7
US,US49,49,6,12,Swapped_2,Kele,Jawan,,Shannon,,,,FALSE,FALSE,Shannon,7,1,US0738,US0748,US0748,7,9
US,US49,49,6,12,Swapped_2,Kele,Steven,,Shannon,,,,FALSE,FALSE,Shannon,7,1,US0751,US0748,US0748,7,9
US,US49,49,6,12,Swapped_2,Kele,Sage,,Shannon,,,,FALSE,FALSE,Shannon,7,1,US0746,US0748,US0748,7,9
US,US49,49,6,12,Swapped_2,Kele,Shannon,,Jawan,,,,FALSE,FALSE,Shannon,7,1,US0748,US0738,US0748,7,9
US,US49,49,7,14,Merged,Lewatu,Sophi,,Steven,,,,FALSE,FALSE,Nate,8,1,US0749,US0751,US0743,8,11
US,US49,49,7,14,Merged,Lewatu,Rizo,,Steven,,,,FALSE,FALSE,Nate,8,1,US0745,US0751,US0743,8,11
US,US49,49,7,14,Merged,Lewatu,Savannah,,Steven,,,,FALSE,FALSE,Nate,8,1,US0747,US0751,US0743,8,11
US,US49,49,7,14,Merged,Lewatu,MC,Hidden,Nate,,,,FALSE,FALSE,Nate,8,1,US0742,US0743,US0743,8,11
US,US49,49,7,14,Merged,Lewatu,Jawan,,Nate,,,,FALSE,FALSE,Nate,8,1,US0738,US0743,US0743,8,11
US,US49,49,7,14,Merged,Lewatu,Steven,,Nate,,,,FALSE,FALSE,Nate,8,1,US0751,US0743,US0743,8,11
US,US49,49,7,14,Merged,Lewatu,Sage,,Nate,,,,FALSE,FALSE,Nate,8,1,US0746,US0743,US0743,8,11
US,US49,49,7,14,Merged,Lewatu,Nate,,Steven,,,,FALSE,FALSE,Nate,8,1,US0743,US0751,US0743,8,11
US,US49,49,7,14,Merged,Lewatu,Kristina,,Nate,,,,FALSE,FALSE,Nate,8,1,US0740,US0743,US0743,8,11
US,US49,49,7,14,Merged,Lewatu,Sophie,Individual,Nate,,,,FALSE,FALSE,Nate,8,1,US0750,US0743,US0743,8,11
US,US49,49,7,14,Merged,Lewatu,Alex,,Nate,,,,FALSE,FALSE,Nate,8,1,US0734,US0743,US0743,8,11
US,US49,49,8,15,Merged,Lewatu,Rizo,,MC,,,,FALSE,FALSE,MC,9,1,US0745,US0742,US0742,9,12
US,US49,49,8,15,Merged,Lewatu,Savannah,Individual,,Played bank your vote,No vote,,FALSE,FALSE,MC,9,1,US0747,,US0742,9,12
US,US49,49,8,15,Merged,Lewatu,MC,,Sophie,,,,FALSE,FALSE,MC,9,1,US0742,US0750,US0742,9,12
US,US49,49,8,15,Merged,Lewatu,Jawan,,MC,,,,FALSE,FALSE,MC,9,1,US0738,US0742,US0742,9,12
US,US49,49,8,15,Merged,Lewatu,Sage,,MC,,,,FALSE,FALSE,MC,9,1,US0746,US0742,US0742,9,12
US,US49,49,8,15,Merged,Lewatu,Sophie,,MC,,,,FALSE,FALSE,MC,9,1,US0750,US0742,US0742,9,12
US,US49,49,9,17,Merged,Lewatu,Sophi,,Alex,,,,FALSE,FALSE,Alex,10,1,US0749,US0734,US0734,10,14
US,US49,49,9,17,Merged,Lewatu,Rizo,,Alex,,,,FALSE,FALSE,Alex,10,1,US0745,US0734,US0734,10,14
US,US49,49,9,17,Merged,Lewatu,Savannah,Individual,Alex,,,,FALSE,FALSE,Alex,10,1,US0747,US0734,US0734,10,14
US,US49,49,9,17,Merged,Lewatu,Jawan,,Alex,,,,FALSE,FALSE,Alex,10,1,US0738,US0734,US0734,10,14
US,US49,49,9,17,Merged,Lewatu,Steven,Individual,Sophi,,,,FALSE,FALSE,Alex,10,1,US0751,US0749,US0734,10,14
US,US49,49,9,17,Merged,Lewatu,Sage,,Alex,,,,FALSE,FALSE,Alex,10,1,US0746,US0734,US0734,10,14
US,US49,49,9,17,Merged,Lewatu,Kristina,,Sophi,,,,FALSE,FALSE,Alex,10,1,US0740,US0749,US0734,10,14
US,US49,49,9,17,Merged,Lewatu,Sophie,,Alex,,,,FALSE,FALSE,Alex,10,1,US0750,US0734,US0734,10,14
US,US49,49,9,17,Merged,Lewatu,Alex,,Rizo,,,,FALSE,FALSE,Alex,10,1,US0734,US0745,US0734,10,14
US,US49,49,10,19,Merged,Lewatu,Sophi,,Jawan,,,,FALSE,FALSE,Jawan,11,1,US0749,US0738,US0738,11,16
US,US49,49,10,19,Merged,Lewatu,Rizo,,Jawan,,,,FALSE,FALSE,Jawan,11,1,US0745,US0738,US0738,11,16
US,US49,49,10,19,Merged,Lewatu,Savannah,,Jawan,,,,FALSE,FALSE,Jawan,11,1,US0747,US0738,US0738,11,16
US,US49,49,10,19,Merged,Lewatu,Savannah,,Jawan,Played banked vote,Extra vote,,FALSE,FALSE,Jawan,11,1,US0747,US0738,US0738,11,16
US,US49,49,10,19,Merged,Lewatu,Jawan,,Savannah,,,,FALSE,FALSE,Jawan,11,1,US0738,US0747,US0738,11,16
US,US49,49,10,19,Merged,Lewatu,Steven,Hidden,Savannah,,,,FALSE,FALSE,Jawan,11,1,US0751,US0747,US0738,11,16
US,US49,49,10,19,Merged,Lewatu,Sage,,Savannah,,,,FALSE,FALSE,Jawan,11,1,US0746,US0747,US0738,11,16
US,US49,49,10,19,Merged,Lewatu,Kristina,,Rizo,,,,FALSE,FALSE,Jawan,11,1,US0740,US0745,US0738,11,16
US,US49,49,10,19,Merged,Lewatu,Sophie,Individual,Jawan,,,,FALSE,FALSE,Jawan,11,1,US0750,US0738,US0738,11,16
US,US49,49,11,21,Merged,Lewatu,Sophi,,Sophie,,,,FALSE,FALSE,Sophie,12,1,US0749,US0750,US0750,12,17
US,US49,49,11,21,Merged,Lewatu,Rizo,,Sophie,,,,FALSE,FALSE,Sophie,12,1,US0745,US0750,US0750,12,17
US,US49,49,11,21,Merged,Lewatu,Savannah,,Sophie,,,,FALSE,FALSE,Sophie,12,1,US0747,US0750,US0750,12,17
US,US49,49,11,21,Merged,Lewatu,Steven,Individual,Sophie,,,,FALSE,FALSE,Sophie,12,1,US0751,US0750,US0750,12,17
US,US49,49,11,21,Merged,Lewatu,Sage,,Sophie,,,,FALSE,FALSE,Sophie,12,1,US0746,US0750,US0750,12,17
US,US49,49,11,21,Merged,Lewatu,Kristina,,Sophie,,,,FALSE,FALSE,Sophie,12,1,US0740,US0750,US0750,12,17
US,US49,49,11,21,Merged,Lewatu,Sophie,,Savannah,,,,FALSE,FALSE,Sophie,12,1,US0750,US0747,US0750,12,17
US,US49,49,12,23,Merged,Lewatu,Sophi,,Steven,,,,FALSE,FALSE,Steven,13,1,US0749,US0751,US0751,13,19
US,US49,49,12,23,Merged,Lewatu,Rizo,,Steven,,,,FALSE,FALSE,Steven,13,1,US0745,US0751,US0751,13,19
US,US49,49,12,23,Merged,Lewatu,Savannah,Individual,,Vote blocked,No vote,,FALSE,FALSE,Steven,13,1,US0747,,US0751,13,19
US,US49,49,12,23,Merged,Lewatu,Steven,,Sophi,Played block a vote,Blocked a vote,,FALSE,FALSE,Steven,13,1,US0751,US0749,US0751,13,19
US,US49,49,12,23,Merged,Lewatu,Sage,,Steven,,,,FALSE,FALSE,Steven,13,1,US0746,US0751,US0751,13,19
US,US49,49,12,23,Merged,Lewatu,Kristina,,Steven,,,,FALSE,FALSE,Steven,13,1,US0740,US0751,US0751,13,19
US,US49,49,13,24,Merged,Lewatu,Sophi,,Kristina,,,,FALSE,FALSE,Kristina,14,1,US0749,US0740,US0740,14,20
US,US49,49,13,24,Merged,Lewatu,Rizo,Hidden,Kristina,,,,FALSE,FALSE,Kristina,14,1,US0745,US0740,US0740,14,20
US,US49,49,13,24,Merged,Lewatu,Savannah,Individual,Kristina,,,,FALSE,FALSE,Kristina,14,1,US0747,US0740,US0740,14,20
US,US49,49,13,24,Merged,Lewatu,Sage,,Kristina,,,,FALSE,FALSE,Kristina,14,1,US0746,US0740,US0740,14,20
US,US49,49,13,24,Merged,Lewatu,Kristina,,Sage,,,,FALSE,FALSE,Kristina,14,1,US0740,US0746,US0740,14,20
US,US49,49,13,25,Merged,Lewatu,Sophi,Individual,,Fire challenge (f4),Immune,,FALSE,FALSE,Rizo,15,1,US0749,,US0745,15,21
US,US49,49,13,25,Merged,Lewatu,Rizo,,,Fire challenge (f4),Lost,,FALSE,FALSE,Rizo,15,1,US0745,,US0745,15,21
US,US49,49,13,25,Merged,Lewatu,Savannah,,,Fire challenge (f4),Won,,FALSE,FALSE,Rizo,15,1,US0747,,US0745,15,21
US,US49,49,13,25,Merged,Lewatu,Sage,,,Fire challenge (f4),Saved,,FALSE,FALSE,Rizo,15,1,US0746,,US0745,15,21
US,US48,48,1,3,Original,Vula,Cedrek,,Stephanie,,,,FALSE,FALSE,Stephanie,1,1,US0717,US0732,US0732,1,2
US,US48,48,1,3,Original,Vula,Justin,,Stephanie,,,,FALSE,FALSE,Stephanie,1,1,US0723,US0732,US0732,1,2
US,US48,48,1,3,Original,Vula,Kevin,,Stephanie,,,,FALSE,FALSE,Stephanie,1,1,US0725,US0732,US0732,1,2
US,US48,48,1,3,Original,Vula,Mary,,Sai,,,,FALSE,FALSE,Stephanie,1,1,US0727,US0729,US0732,1,2
US,US48,48,1,3,Original,Vula,Sai,,Stephanie,,,,FALSE,FALSE,Stephanie,1,1,US0729,US0732,US0732,1,2
US,US48,48,1,3,Original,Vula,Stephanie,,,Shot in the dark,Not safe,,FALSE,FALSE,Stephanie,1,1,US0732,,US0732,1,2
US,US48,48,2,5,Original,Vula,Cedrek,,Kevin,,,,FALSE,FALSE,Kevin,2,1,US0717,US0725,US0725,2,5
US,US48,48,2,5,Original,Vula,Justin,,Kevin,,,,FALSE,FALSE,Kevin,2,1,US0723,US0725,US0725,2,5
US,US48,48,2,5,Original,Vula,Kevin,,Sai,,,,TRUE,FALSE,Kevin,2,1,US0725,US0729,US0725,2,5
US,US48,48,2,5,Original,Vula,Mary,,,Lost vote on journey,Lost vote,,FALSE,FALSE,Kevin,2,1,US0727,,US0725,2,5
US,US48,48,2,5,Original,Vula,Sai,Hidden,Kevin,,,,FALSE,FALSE,Kevin,2,1,US0729,US0725,US0725,2,5
US,US48,48,3,7,Original,Vula,Cedrek,,Mary,,,,TRUE,TRUE,Justin,3,1,US0717,US0727,US0723,3,6
US,US48,48,3,7,Original,Vula,Justin,,,Lost vote on journey,Lost vote,,FALSE,TRUE,Justin,3,1,US0723,,US0723,3,6
US,US48,48,3,7,Original,Vula,Mary,,,Shot in the dark,Safe,,FALSE,TRUE,Justin,3,1,US0727,,US0723,3,6
US,US48,48,3,7,Original,Vula,Sai,,Mary,,,,TRUE,TRUE,Justin,3,1,US0729,US0727,US0723,3,6
US,US48,48,3,7,Original,Vula,Cedrek,,Sai,,,,FALSE,TRUE,Justin,3,2,US0717,US0729,US0723,3,6
US,US48,48,3,7,Original,Vula,Justin,,,Lost vote on journey,Lost vote,,FALSE,TRUE,Justin,3,2,US0723,,US0723,3,6
US,US48,48,3,7,Original,Vula,Mary,,,Shot in the dark,Safe,,FALSE,TRUE,Justin,3,2,US0727,,US0723,3,6
US,US48,48,3,7,Original,Vula,Sai,,Justin,,,,FALSE,TRUE,Justin,3,2,US0729,US0723,US0723,3,6
US,US48,48,3,7,Original,Vula,Cedrek,,Sai,,,,FALSE,TRUE,Justin,3,3,US0717,US0729,US0723,3,6
US,US48,48,3,7,Original,Vula,Justin,,,Lost vote on journey,Lost vote,,FALSE,TRUE,Justin,3,3,US0723,,US0723,3,6
US,US48,48,3,7,Original,Vula,Mary,,,Shot in the dark,Safe,,FALSE,TRUE,Justin,3,3,US0727,,US0723,3,6
US,US48,48,3,7,Original,Vula,Sai,,Justin,,,,FALSE,TRUE,Justin,3,3,US0729,US0723,US0723,3,6
US,US48,48,3,7,Original,Vula,Cedrek,,Justin,,,,FALSE,FALSE,Justin,3,4,US0717,US0723,US0723,3,6
US,US48,48,3,7,Original,Vula,Justin,,,Lost vote on journey,Lost vote,,FALSE,FALSE,Justin,3,4,US0723,,US0723,3,6
US,US48,48,3,7,Original,Vula,Mary,,,Shot in the dark,Safe,,FALSE,FALSE,Justin,3,4,US0727,,US0723,3,6
US,US48,48,3,7,Original,Vula,Sai,,,Deadlock,Can't vote,,FALSE,FALSE,Justin,3,4,US0729,,US0723,3,6
US,US48,48,4,9,Swapped,Vula,Joe,,Kyle,,,,TRUE,FALSE,Thomas,4,1,US0722,US0726,US0733,4,7
US,US48,48,4,9,Swapped,Vula,Kamilla,,Thomas,,,,FALSE,FALSE,Thomas,4,1,US0724,US0733,US0733,4,7
US,US48,48,4,9,Swapped,Vula,Kyle,Hidden,Thomas,,,,FALSE,FALSE,Thomas,4,1,US0726,US0733,US0733,4,7
US,US48,48,4,9,Swapped,Vula,Kyle,Hidden,Thomas,Extra vote,Extra vote,,FALSE,FALSE,Thomas,4,1,US0726,US0733,US0733,4,7
US,US48,48,4,9,Swapped,Vula,Shauhin,,Kyle,,,,TRUE,FALSE,Thomas,4,1,US0730,US0726,US0733,4,7
US,US48,48,4,9,Swapped,Vula,Thomas,,Kyle,,,,TRUE,FALSE,Thomas,4,1,US0733,US0726,US0733,4,7
US,US48,48,5,11,Swapped,Civa,Sai,,Chrissy,,,,FALSE,FALSE,Bianca,5,1,US0729,US0719,US0716,5,8
US,US48,48,5,11,Swapped,Civa,Cedrek,,Bianca,,,,FALSE,FALSE,Bianca,5,1,US0717,US0716,US0716,5,8
US,US48,48,5,11,Swapped,Civa,Bianca,,,Lost vote on journey,Lost vote,,FALSE,FALSE,Bianca,5,1,US0716,,US0716,5,8
US,US48,48,5,11,Swapped,Civa,Mitch,,Sai,,,,FALSE,FALSE,Bianca,5,1,US0728,US0729,US0716,5,8
US,US48,48,5,11,Swapped,Civa,Chrissy,,Bianca,,,,FALSE,FALSE,Bianca,5,1,US0719,US0716,US0716,5,8
US,US48,48,6,13,Mergatory,Mergatory,Cedrek,,Charity,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0717,US0718,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Chrissy,,Charity,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0719,US0718,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Mitch,,Sai,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0728,US0729,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Sai,,Cedrek,,,,FALSE,FALSE,Charity,6,1,US0729,US0717,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Charity,,Sai,,,,FALSE,FALSE,Charity,6,1,US0718,US0729,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,David,,Sai,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0720,US0729,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Eva,,Sai,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0721,US0729,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Mary,,Charity,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0727,US0718,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Star,,Charity,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0731,US0718,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Joe,,Charity,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0722,US0718,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Kamilla,,Charity,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0724,US0718,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Kyle,Individual,Charity,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0726,US0718,US0718,6,10
US,US48,48,6,13,Mergatory,Mergatory,Shauhin,,Sai,,,"Sai, Charity",FALSE,FALSE,Charity,6,1,US0730,US0729,US0718,6,10
US,US48,48,7,14,Merged,Niu Nai,Chrissy,,Sai,,,,FALSE,FALSE,Sai,7,1,US0719,US0729,US0729,7,11
US,US48,48,7,14,Merged,Niu Nai,Mitch,,Sai,,,,FALSE,FALSE,Sai,7,1,US0728,US0729,US0729,7,11
US,US48,48,7,14,Merged,Niu Nai,Sai,,,Vote blocker,Lost vote,,FALSE,FALSE,Sai,7,1,US0729,,US0729,7,11
US,US48,48,7,14,Merged,Niu Nai,Eva,,Sai,,,,FALSE,FALSE,Sai,7,1,US0721,US0729,US0729,7,11
US,US48,48,7,14,Merged,Niu Nai,Star,,Sai,,,,FALSE,FALSE,Sai,7,1,US0731,US0729,US0729,7,11
US,US48,48,7,14,Merged,Niu Nai,Joe,Individual,Sai,,,,FALSE,FALSE,Sai,7,1,US0722,US0729,US0729,7,11
US,US48,48,7,14,Merged,Niu Nai,Cedrek,,Shauhin,,,,FALSE,FALSE,Cedrek,8,1,US0717,US0730,US0717,8,11
US,US48,48,7,14,Merged,Niu Nai,David,Individual,Cedrek,,,,FALSE,FALSE,Cedrek,8,1,US0720,US0717,US0717,8,11
US,US48,48,7,14,Merged,Niu Nai,Mary,,Cedrek,,,,FALSE,FALSE,Cedrek,8,1,US0727,US0717,US0717,8,11
US,US48,48,7,14,Merged,Niu Nai,Kamilla,,Cedrek,,,,FALSE,FALSE,Cedrek,8,1,US0724,US0717,US0717,8,11
US,US48,48,7,14,Merged,Niu Nai,Kyle,,Cedrek,,,,FALSE,FALSE,Cedrek,8,1,US0726,US0717,US0717,8,11
US,US48,48,7,14,Merged,Niu Nai,Shauhin,,Cedrek,,,,FALSE,FALSE,Cedrek,8,1,US0730,US0717,US0717,8,11
US,US48,48,8,15,Merged,Niu Nai,Chrissy,,Shauhin,,,,FALSE,FALSE,Chrissy,9,1,US0719,US0730,US0719,9,12
US,US48,48,8,15,Merged,Niu Nai,Mitch,,Chrissy,,,,FALSE,FALSE,Chrissy,9,1,US0728,US0719,US0719,9,12
US,US48,48,8,15,Merged,Niu Nai,David,,Chrissy,,,,FALSE,FALSE,Chrissy,9,1,US0720,US0719,US0719,9,12
US,US48,48,8,15,Merged,Niu Nai,Eva,Individual,Chrissy,,,,FALSE,FALSE,Chrissy,9,1,US0721,US0719,US0719,9,12
US,US48,48,8,15,Merged,Niu Nai,Mary,,Chrissy,,,,FALSE,FALSE,Chrissy,9,1,US0727,US0719,US0719,9,12
US,US48,48,8,15,Merged,Niu Nai,Star,,,Lost vote on journey,Lost vote,,FALSE,FALSE,Chrissy,9,1,US0731,,US0719,9,12
US,US48,48,8,15,Merged,Niu Nai,Joe,,Chrissy,,,,FALSE,FALSE,Chrissy,9,1,US0722,US0719,US0719,9,12
US,US48,48,8,15,Merged,Niu Nai,Kamilla,,Chrissy,,,,FALSE,FALSE,Chrissy,9,1,US0724,US0719,US0719,9,12
US,US48,48,8,15,Merged,Niu Nai,Kyle,,Chrissy,,,,FALSE,FALSE,Chrissy,9,1,US0726,US0719,US0719,9,12
US,US48,48,8,15,Merged,Niu Nai,Shauhin,,Chrissy,,,,FALSE,FALSE,Chrissy,9,1,US0730,US0719,US0719,9,12
US,US48,48,9,17,Merged,Niu Nai,Mitch,,David,,,,FALSE,FALSE,David,10,1,US0728,US0720,US0720,10,13
US,US48,48,9,17,Merged,Niu Nai,David,,Mitch,,,,FALSE,FALSE,David,10,1,US0720,US0728,US0720,10,13
US,US48,48,9,17,Merged,Niu Nai,Eva,,David,,,,FALSE,FALSE,David,10,1,US0721,US0720,US0720,10,13
US,US48,48,9,17,Merged,Niu Nai,Mary,,Mitch,,,,FALSE,FALSE,David,10,1,US0727,US0728,US0720,10,13
US,US48,48,9,17,Merged,Niu Nai,Star,,Mitch,,,,FALSE,FALSE,David,10,1,US0731,US0728,US0720,10,13
US,US48,48,9,17,Merged,Niu Nai,Joe,Individual,David,,,,FALSE,FALSE,David,10,1,US0722,US0720,US0720,10,13
US,US48,48,9,17,Merged,Niu Nai,Kamilla,,David,,,,FALSE,FALSE,David,10,1,US0724,US0720,US0720,10,13
US,US48,48,9,17,Merged,Niu Nai,Kyle,,David,,,,FALSE,FALSE,David,10,1,US0726,US0720,US0720,10,13
US,US48,48,9,17,Merged,Niu Nai,Shauhin,,David,,,,FALSE,FALSE,David,10,1,US0730,US0720,US0720,10,13
US,US48,48,10,19,Merged,Niu Nai,Mitch,,Mary,,,,FALSE,FALSE,Star,11,1,US0728,US0727,US0731,11,15
US,US48,48,10,19,Merged,Niu Nai,Eva,,Star,,,,FALSE,FALSE,Star,11,1,US0721,US0731,US0731,11,15
US,US48,48,10,19,Merged,Niu Nai,Mary,,Star,,,,FALSE,FALSE,Star,11,1,US0727,US0731,US0731,11,15
US,US48,48,10,19,Merged,Niu Nai,Star,,Mary,,,,FALSE,FALSE,Star,11,1,US0731,US0727,US0731,11,15
US,US48,48,10,19,Merged,Niu Nai,Joe,Individual,Star,,,,FALSE,FALSE,Star,11,1,US0722,US0731,US0731,11,15
US,US48,48,10,19,Merged,Niu Nai,Kamilla,,Mary,,,,FALSE,FALSE,Star,11,1,US0724,US0727,US0731,11,15
US,US48,48,10,19,Merged,Niu Nai,Kyle,,Star,,,,FALSE,FALSE,Star,11,1,US0726,US0731,US0731,11,15
US,US48,48,10,19,Merged,Niu Nai,Shauhin,,Star,,,,FALSE,FALSE,Star,11,1,US0730,US0731,US0731,11,15
US,US48,48,11,21,Merged,Niu Nai,Mitch,,Mary,,,,FALSE,FALSE,Mary,12,1,US0728,US0727,US0727,12,16
US,US48,48,11,21,Merged,Niu Nai,Eva,,Mary,,,,FALSE,FALSE,Mary,12,1,US0721,US0727,US0727,12,16
US,US48,48,11,21,Merged,Niu Nai,Mary,,Joe,,,,FALSE,FALSE,Mary,12,1,US0727,US0722,US0727,12,16
US,US48,48,11,21,Merged,Niu Nai,Joe,,Mary,,,,FALSE,FALSE,Mary,12,1,US0722,US0727,US0727,12,16
US,US48,48,11,21,Merged,Niu Nai,Kamilla,Individual,Mary,,,,FALSE,FALSE,Mary,12,1,US0724,US0727,US0727,12,16
US,US48,48,11,21,Merged,Niu Nai,Kyle,,Mary,,,,FALSE,FALSE,Mary,12,1,US0726,US0727,US0727,12,16
US,US48,48,11,21,Merged,Niu Nai,Shauhin,,Mary,,,,FALSE,FALSE,Mary,12,1,US0730,US0727,US0727,12,16
US,US48,48,12,23,Merged,Niu Nai,Mitch,,Shauhin,,,,FALSE,FALSE,Shauhin,13,1,US0728,US0730,US0730,13,18
US,US48,48,12,23,Merged,Niu Nai,Eva,,Shauhin,,,,FALSE,FALSE,Shauhin,13,1,US0721,US0730,US0730,13,18
US,US48,48,12,23,Merged,Niu Nai,Joe,Individual,Shauhin,,,,FALSE,FALSE,Shauhin,13,1,US0722,US0730,US0730,13,18
US,US48,48,12,23,Merged,Niu Nai,Kamilla,,Mitch,,,,FALSE,FALSE,Shauhin,13,1,US0724,US0728,US0730,13,18
US,US48,48,12,23,Merged,Niu Nai,Kyle,,Shauhin,,,,FALSE,FALSE,Shauhin,13,1,US0726,US0730,US0730,13,18
US,US48,48,12,23,Merged,Niu Nai,Shauhin,,Mitch,,,,FALSE,FALSE,Shauhin,13,1,US0730,US0728,US0730,13,18
US,US48,48,13,24,Merged,Niu Nai,Mitch,,Kyle,,,,FALSE,FALSE,Mitch,14,1,US0728,US0726,US0728,14,19
US,US48,48,13,24,Merged,Niu Nai,Eva,Hidden,Mitch,,,,FALSE,FALSE,Mitch,14,1,US0721,US0728,US0728,14,19
US,US48,48,13,24,Merged,Niu Nai,Joe,,Mitch,,,,FALSE,FALSE,Mitch,14,1,US0722,US0728,US0728,14,19
US,US48,48,13,24,Merged,Niu Nai,Kamilla,Individual,Mitch,,,,FALSE,FALSE,Mitch,14,1,US0724,US0728,US0728,14,19
US,US48,48,13,24,Merged,Niu Nai,Kyle,,Mitch,,,,FALSE,FALSE,Mitch,14,1,US0726,US0728,US0728,14,19
US,US48,48,13,25,Merged,Niu Nai,Eva,,,Fire challenge (f4),Won,,FALSE,FALSE,Kamilla,15,1,US0721,,US0724,15,20
