version,version_season,season,castaway,castaway_id,advantage_id,sequence_id,day,episode,event,played_for,played_for_id,success,votes_nullified,sog_id
AU,AU01,1,Sam,AU0019,7,1,48,23,Won,,,,,24
AU,AU01,1,El,AU0022,8,1,48,23,Won,,,,,24
AU,AU01,1,Lee,AU0023,9,1,48,23,Won,,,,,24
AU,AU01,1,Sam,AU0019,7,2,49,23,Played,,,Yes,,24
AU,AU01,1,El,AU0022,8,2,49,23,Played,,,No,,24
AU,AU01,1,Lee,AU0023,9,2,49,23,Played,,,No,,24
AU,AU01,1,Rohan,AU0007,1,1,9,4,Found,,,,,4
AU,AU01,1,Phoebe,AU0011,1,2,21,9,Received,,,,,10
AU,AU01,1,Phoebe,AU0011,1,3,21,9,Played,Phoebe,AU0011,Yes,5,10
AU,AU01,1,Kylie,AU0015,2,1,11,5,Found,,,,,5
AU,AU01,1,Kylie,AU0015,2,2,17,7,Played,Kylie,AU0015,Yes,2,8
AU,AU01,1,Phoebe,AU0011,3,1,23,10,Found,,,,,11
AU,AU01,1,Phoebe,AU0011,3,2,27,12,Played,Phoebe,AU0011,Yes,4,13
AU,AU01,1,Nick,AU0014,5,1,32,15,Found,,,,,16
AU,AU01,1,Nick,AU0014,5,2,35,16,Played,Nick,AU0014,Not needed,4,17
AU,AU01,1,Lee,AU0023,6,1,32,15,Bought,,,,,16
AU,AU01,1,Lee,AU0023,6,2,49,23,Played,Sam,AU0019,Yes,,24
SA,SA09,9,Marian,SA0077,1,1,5,3,Found,,,,,3
SA,SA09,9,Marian,SA0077,1,2,18,11,Played,,,,,11
SA,SA09,9,Seamus,SA0088,2,1,4,3,Found,,,,,3
SA,SA09,9,Seamus,SA0088,2,2,7,4,Played,Seamus,SA0088,Not needed,0,4
SA,SA09,9,Steffi,SA0122,3,1,8,5,Found,,,,,5
SA,SA09,9,Steffi,SA0122,3,2,24,15,Voted out with advantage,,,,,15
SA,SA09,9,Tevin,SA0094,4,1,9,5,Found,,,,,5
SA,SA09,9,Tevin,SA0094,4,2,9,5,Voted out with advantage,,,,,5
SA,SA09,9,Dante,SA0117,5,1,12,7,Found,,,,,7
SA,SA09,9,Dante,SA0117,5,2,16,10,Expired,,,,,10
SA,SA09,9,Dino,SA0133,6,1,12,8,Found,,,,,8
SA,SA09,9,Dino,SA0133,6,2,14,8,Played,Dino,SA0133,Yes,3,8
SA,SA09,9,Meryl,SA0114,7,1,15,9,Found,,,,,9
SA,SA09,9,Meryl,SA0114,7,2,25,16,Played,Marian,SA0077,No,,16
SA,SA09,9,Tejan,SA0061,8,1,16,10,Found,,,,,10
SA,SA09,9,Toni,SA0099,8,2,16,10,Received,,,,,10
SA,SA09,9,Dino,SA0133,8,3,16,10,Received,,,,,10
SA,SA09,9,Dino,SA0133,8,4,16,10,Expired,,,,,10
SA,SA09,9,Marian,SA0077,9,1,18,11,Found,,,,,11
SA,SA09,9,Tejan,SA0061,10,1,21,11,Found,,,,,11
SA,SA09,9,Tejan,SA0061,10,2,21,11,Played,Tejan,SA0061,Not needed,3,11
SA,SA09,9,Shane,SA0081,11,1,18,12,Found,,,,,12
SA,SA09,9,Shane,SA0081,11,2,18,12,Expired,,,,,12
SA,SA09,9,Meryl,SA0114,12,1,20,13,Found,,,,,13
SA,SA09,9,Tejan,SA0061,12,2,24,15,Received,,,,,15
SA,SA09,9,Tejan,SA0061,12,3,28,17,Played,Tejan,SA0061,Yes,,17
SA,SA09,9,Dino,SA0133,13,1,20,13,Found,,,,,13
SA,SA09,9,Dino,SA0133,13,2,32,19,Played,Dino,SA0133,Yes,,19
SA,SA09,9,Meryl,SA0114,14,1,23,14,Found,,,,,14
SA,SA09,9,Phil,SA0073,15,1,30,18,Found,,,,,18
SA,SA09,9,Phil,SA0073,15,2,33,20,Played,Dino,SA0133,Not needed,0,20
SA,SA09,9,Dino,SA0133,16,1,32,19,Found,,,,,19
SA,SA09,9,Dino,SA0133,16,2,32,20,Played,Felix,SA0110,Not needed,,20
SA,SA07,7,Jacques,SA0120,1,1,1,1,Found,,,,,1
SA,SA07,7,Jacques,SA0120,1,2,22,9,Played,Geoffrey,SA0115,Yes,,9
SA,SA07,7,Nicole,SA0125,2,1,2,1,Found,,,,,1
SA,SA07,7,Paul,SA0107,2,2,2,1,Received,,,,,1
SA,SA07,7,Nathan,SA0113,2,3,3,1,Received,,,,,1
SA,SA07,7,Paul,SA0107,2,4,4,2,Received,,,,,2
SA,SA07,7,Rob,SA0126,2,5,5,2,Received,,,,,2
SA,SA07,7,Rob,SA0126,2,6,36,17,Played,Nicole,SA0125,Not needed,,17
SA,SA07,7,Jacques,SA0120,3,1,4,2,Found,,,,,2
SA,SA07,7,Jacques,SA0120,3,2,7,3,Played,Jacques,SA0120,Not needed,,3
SA,SA07,7,Jacques,SA0120,4,1,8,4,Found,,,,,4
SA,SA07,7,Jacques,SA0120,4,2,32,14,Played,Jacques,SA0120,Not needed,,14
SA,SA07,7,Meryl,SA0114,5,1,11,5,Found,,,,,5
SA,SA07,7,Meryl,SA0114,5,2,19,8,Played,Meryl,SA0114,Not needed,,8
SA,SA07,7,Nathan,SA0113,6,1,14,6,Found,,,,,6
SA,SA07,7,Nicole,SA0125,6,2,14,6,Received,,,,,6
SA,SA07,7,Seipei,SA0116,6,3,21,9,Received,,,,,9
SA,SA07,7,Rob,SA0126,6,4,26,11,Received,,,,,11
SA,SA07,7,Nicole,SA0125,6,5,26,11,Received,,,,,11
SA,SA07,7,Nicole,SA0125,6,6,36,17,Played,Durao,SA0124,Yes,,17
SA,SA07,7,Durao,SA0124,7,1,18,8,Found,,,,,8
SA,SA07,7,Durao,SA0124,7,2,19,8,Expired,,,,,8
SA,SA07,7,Jacques,SA0120,8,1,23,10,Found,,,,,10
SA,SA07,7,Durao,SA0124,9,1,27,12,Found,,,,,12
SA,SA07,7,Durao,SA0124,9,2,28,12,Played,Durao,SA0124,Yes,,12
SA,SA07,7,Rob,SA0126,10,1,29,13,Found,,,,,13
SA,SA07,7,Rob,SA0126,10,2,30,13,Played,Rob,SA0126,Yes,,13
SA,SA07,7,Mmaba,SA0119,11,1,32,14,Found,,,,,14
SA,SA07,7,Mmaba,SA0119,11,2,32,14,Voted out with advantage,,,,,14
SA,SA07,7,Laetitia,SA0123,12,1,34,15,Found,,,,,15
SA,SA07,7,Laetitia,SA0123,12,2,36,17,Played,Laetitia,SA0123,Not needed,,17
SA,SA07,7,Laetitia,SA0123,13,1,36,17,Found,,,,,17
SA,SA06,6,Werner,SA0102,1,1,7,3,Found,,,,,3
SA,SA06,6,Werner,SA0102,1,2,27,10,Played,Werner,SA0102,Not needed,2,10
SA,SA06,6,Chane,SA0097,2,1,7,3,Found,,,,,3
SA,SA06,6,Tom,SA0105,2,2,7,3,Received,,,,,3
SA,SA06,6,Tom,SA0105,2,3,13,5,Played,Tom,SA0105,Not needed,1,5
SA,SA06,6,Palesa,SA0098,3,1,12,4,Found,,,,,4
SA,SA06,6,Palesa,SA0098,3,2,27,10,Played,Palesa,SA0098,Not needed,0,10
SA,SA06,6,Werner,SA0102,4,1,14,6,Found,,,,,6
SA,SA06,6,Werner,SA0102,4,2,35,14,Played,Jeanne,SA0104,Yes,3,14
SA,SA06,6,PK,SA0100,5,1,26,10,Found,,,,,10
SA,SA06,6,PK,SA0100,5,2,27,10,Played,PK,SA0100,Yes,5,10
SA,SA06,6,Palesa,SA0098,6,1,28,11,Found,,,,,11
SA,SA06,6,Palesa,SA0098,6,2,29,11,Voted out with advantage,,,,,11
SA,SA06,6,Toni,SA0099,7,1,30,12,Found,,,,,12
SA,SA06,6,Annalize,SA0103,7,2,30,12,Received,,,,,12
SA,SA06,6,Annalize,SA0103,7,3,35,14,Played,Jeanne,SA0104,No,,14
SA,SA06,6,Katinka,SA0101,8,1,32,13,Bought,,,,,13
SA,SA06,6,Katinka,SA0101,8,2,33,13,Played,,,No,,13
SA,SA06,6,Jeanne,SA0104,9,1,38,16,Found,,,,,16
SA,SA06,6,Jeanne,SA0104,9,2,38,16,Played,Werner,SA0102,Yes,,16
SA,SA05,5,David,SA0084,1,1,3,2,Found,,,,,2
SA,SA05,5,Shona,SA0072,1,2,9,5,Stolen,,,,,5
SA,SA05,5,Corne,SACaptain02,1,3,9,5,Received,,,,,5
SA,SA05,5,Gena,SA0074,1,4,13,7,Received,,,,,8
SA,SA05,5,Shane,SA0081,1,5,13,7,Stolen,,,,,8
SA,SA05,5,Marian,SA0077,1,6,18,10,Received,,,,,11
SA,SA05,5,Shane,SA0081,1,7,19,11,Received,,,,,12
SA,SA05,5,Shane,SA0081,1,8,22,14,Voted out with advantage,,,,,16
SA,SA05,5,Shane,SA0081,2,1,4,3,Found,,,,,3
SA,SA05,5,Marian,SA0077,2,2,19,11,Received,,,,,12
SA,SA05,5,Marian,SA0077,2,3,19,11,Played,Shane,SA0081,Yes,4,12
SA,SA05,5,Shane,SA0081,4,1,20,12,Found,,,,,13
SA,SA05,5,Sivu,SA0085,4,2,23,15,Found,,,,,17
SA,SA05,5,Sivu,SA0085,4,3,25,16,Played,Sivu,SA0085,Yes,3,18
SA,SA05,5,Mark,SACaptain01,3,1,19,11,Played,Buhle,SA0086,Not needed,0,12
SA,SA05,5,Corne,SACaptain02,5,1,20,12,Played,Solly,SA0078,Yes,1,13
SA,SA05,5,Mark,SACaptain01,6,1,21,13,Played,Moyra,SA0079,Yes,1,14
SA,SA05,5,Mark,SACaptain01,7,1,22,14,Played,Zavion,SA0083,Yes,1,16
SA,SA05,5,Corne,SACaptain02,8,1,24,15,Played,Sivu,SA0085,Yes,1,17
SA,SA05,5,Mark,SACaptain01,9,1,25,16,Played,Buhle,SA0086,Not needed,0,18
SA,SA04,4,Alison,SA0063,1,1,4,2,Found,,,,,2
SA,SA04,4,Alison,SA0063,1,2,5,2,Played,Alison,SA0063,,,2
SA,SA04,4,Alison,SA0063,1,3,14,6,Played,Alison,SA0063,,,6
SA,SA04,4,Alison,SA0063,1,4,15,7,Played,Alison,SA0063,,,8
SA,SA04,4,Alison,SA0063,1,5,16,8,Expired,,,,,11
SA,SA04,4,Tasleem,SA0052,2,1,4,2,Found,,,,,2
SA,SA04,4,Tasleem,SA0052,2,2,7,3,Played,Tasleem,SA0052,,,3
SA,SA04,4,Tasleem,SA0052,2,3,9,4,Played,Tasleem,SA0052,,,4
SA,SA04,4,Bonnie,SA0065,2,4,9,4,Received,,,,,4
SA,SA04,4,Bonnie,SA0065,2,5,12,5,Played,Bonnie,SA0065,,,5
SA,SA04,4,Bonnie,SA0065,2,6,15,7,Played,Bonnie,SA0065,,,8
SA,SA04,4,Bonnie,SA0065,2,7,16,8,Expired,,,,,11
SA,SA04,4,Harry,SA0058,3,1,7,3,Found,,,,,3
SA,SA04,4,Harry,SA0058,3,2,7,3,Lost,,,,,3
SA,SA04,4,Roxy,SA0057,4,1,9,4,Found,,,,,4
SA,SA04,4,Roxy,SA0057,4,2,14,6,Played,Vanessa,SA0056,Yes,5,7
SA,SA04,4,Tejan,SA0061,5,1,12,5,Found,,,,,5
SA,SA04,4,Tejan,SA0061,5,2,15,7,Played,Tejan,SA0061,Not needed,0,10
SA,SA04,4,Bonnie,SA0065,6,1,16,8,Found,,,,,11
SA,SA04,4,Bonnie,SA0065,6,2,19,9,Played,Hykie,SA0067,Not needed,,12
SA,SA04,4,Hykie,SA0067,6,3,19,9,Received,,,,,12
SA,SA04,4,Hykie,SA0067,6,4,21,10,Played,Bonnie,SA0065,Not needed,,13
SA,SA04,4,Bonnie,SA0065,6,5,21,10,Received,,,,,13
SA,SA04,4,Bonnie,SA0065,6,6,23,11,Played,Hykie,SA0067,Not needed,,14
SA,SA04,4,Hykie,SA0067,6,7,23,11,Received,,,,,14
SA,SA04,4,Hykie,SA0067,6,8,25,12,Expired,,,,,15
SA,SA04,4,Bonnie,SA0065,7,1,21,10,Found,,,,,13
SA,SA04,4,Bonnie,SA0065,7,2,21,10,Played,Hykie,SA0067,Not needed,3,13
SA,SA04,4,Letshego,SA0066,8,1,22,11,Found,,,,,14
SA,SA04,4,Letshego,SA0066,8,2,23,11,Played,Letshego,SA0066,Yes,3,14
SA,SA03,3,Darren,SA0037,1,1,10,4,Found,,,,,6
SA,SA03,3,Darren,SA0037,1,2,11,4,Played,Darren,SA0037,Yes,0,6
SA,SA03,3,Ashley,SA0047,2,1,25,12,Found,,,,,14
SA,SA03,3,Ashley,SA0047,2,2,25,12,Expired,,,,,14
SA,SA01,1,Nico,SA0007,1,1,8,3,Found,,,,,3
SA,SA01,1,Nico,SA0007,1,2,14,6,Played,Nico,SA0007,No,,6
UK,UK03,3,Christopher,UK0030,2,1,20,9,Found,,,,,9
UK,UK03,3,Christopher,UK0030,2,2,24,11,Played,Leilani,UK0036,No,,11
UK,UK03,3,Doug,UK0031,1,1,8,4,Found,,,,,4
UK,UK03,3,Doug,UK0031,1,2,16,7,Expired,,,,,7
UK,UK03,3,Christopher,UK0030,3,1,20,9,Found,,,,,9
UK,UK03,3,Christopher,UK0030,3,2,21,10,Played,Christopher,UK0030,Yes,4,10
UK,UK03,3,Nathan,UK0038,4,1,28,13,Found,,,,,13
UK,UK03,3,Nathan,UK0038,4,2,28,13,Played,Nathan,UK0038,Not needed,0,13
NZ,NZ02,2,Lisa,NZ0034,4,1,19,7,Found,,,,,7
NZ,NZ02,2,Lisa,NZ0034,4,2,24,8,Played,Arun,NZ0025,Yes,,9
NZ,NZ02,2,Brad,NZ0026,1,1,6,2,Found,,,,,2
NZ,NZ02,2,Eve,NZ0028,2,1,7,3,Found,,,,,3
NZ,NZ02,2,Eve,NZ0028,2,2,15,5,Played,Eve,NZ0028,No,0,5
NZ,NZ02,2,Josh,NZ0022,3,1,12,4,Activated,,,,,4
NZ,NZ02,2,Josh,NZ0022,3,2,13,5,Expired,,,,,5
NZ,NZ02,2,Dave,NZ0032,5,1,19,7,Found,,,,,7
