version,version_season,season,castaway,castaway_id,advantage_id,sequence_id,day,episode,event,played_for,played_for_id,success,votes_nullified,sog_id
US,US49,49,Alex,US0734,1,1,4,2,Found (beware),,,,,2
US,US49,49,Alex,US0734,1,2,4,2,Found,,,,,2
US,US49,49,Alex,US0734,1,3,7,3,Played,Alex,US0734,Not needed,1,4
US,US49,49,Jawan,US0738,2,1,5,2,Found,,,,,2
US,US49,49,Jawan,US0738,2,2,5,2,Played,Hina,,No,,2
US,US49,49,Rizo,US0745,4,1,6,3,Found (beware),,,,,2
US,US49,49,Rizo,US0745,4,2,9,4,Found,,,,,5
US,US49,49,Rizo,US0745,4,3,24,13,Played,Rizo,US0745,Not needed,0,14
US,US49,49,MC,US0742,3,1,6,3,Found (beware),,,,,2
US,US49,49,MC,US0742,3,2,14,7,Found,,,,,8
US,US49,49,MC,US0742,3,3,14,7,Played,MC,US0742,Not needed,0,8
US,US49,49,Sophi,US0749,5,1,11,6,Found,,,,,7
US,US49,49,Sophi,US0749,5,2,23,12,Played,Steven,US0751,No,,13
US,US49,49,Sage,US0746,6,1,14,7,Found,,,,,8
US,US49,49,Sage,US0746,6,2,14,7,Played,Sage,US0746,No,,8
US,US49,49,Savannah,US0747,7,1,15,8,Found,,,,,9
US,US49,49,Savannah,US0747,7,2,15,8,Banked,,,,,9
US,US49,49,Savannah,US0747,7,3,19,10,Played,Jawan,US0738,Not needed,,11
US,US49,49,Kristina,US0740,8,1,15,8,Found,,,,,9
US,US49,49,Kristina,US0740,8,2,19,10,Played,Kristina,US0740,Not needed,1,11
US,US49,49,Steven,US0751,9,1,21,11,Found,,,,,12
US,US49,49,Steven,US0751,9,2,23,12,Played,Savannah,US0747,No,,13
US,US49,49,Sophi,US0749,10,1,24,13,Found,,,,,14
US,US49,49,Sophi,US0749,10,2,24,13,Played,Sophi,US0749,No,,14
US,US48,48,Sai,US0729,1,1,2,1,Found (beware),,,,,1
US,US48,48,Sai,US0729,1,2,2,1,Found,,,,,1
US,US48,48,Sai,US0729,1,3,5,2,Played,Sai,US0729,Not needed,1,2
US,US48,48,Kyle,US0726,2,1,4,2,Found (beware),,,,,2
US,US48,48,Kyle,US0726,2,2,4,2,Found,,,,,2
US,US48,48,Kyle,US0726,2,3,9,4,Played,Kyle,US0726,Yes,3,4
US,US48,48,Star,US0731,3,1,4,2,Found (beware),,,,,2
US,US48,48,Star,US0731,3,2,11,5,Found,,,,,5
US,US48,48,Eva,US0721,3,3,11,5,Received,,,,,5
US,US48,48,Eva,US0721,3,4,24,13,Played,Eva,US0721,Not needed,0,14
US,US48,48,Mitch,US0728,4,1,4,2,Found,,,,,2
US,US48,48,Mitch,US0728,4,2,15,7,Played,Sai,US0729,Not needed,,7
US,US48,48,Thomas,US0733,5,1,4,2,Found,,,,,2
US,US48,48,Thomas,US0733,5,2,9,4,Voted out with advantage,,,,,4
US,US48,48,Kamilla,US0724,6,1,7,3,Found,,,,,3
US,US48,48,Kyle,US0726,6,2,9,4,Received,,,,,4
US,US48,48,Kyle,US0726,6,3,9,4,Played,Thomas,US0733,Not needed,,4
US,US48,48,Sai,US0729,7,1,13,6,Found,,,,,6
US,US48,48,Sai,US0729,7,2,13,6,Played,Sai,US0729,No,,6
US,US48,48,Eva,US0721,8,1,17,9,Found,,,,,10
US,US48,48,Eva,US0721,8,2,21,11,Expired,,,,,12
US,US48,48,Eva,US0721,9,1,24,13,Found,,,,,14
US,US48,48,Eva,US0721,9,2,24,13,Played,Eva,US0721,No,,14
US,US47,47,Gabe,US0702,1,1,2,1,Found (beware),,,,,1
US,US47,47,Gabe,US0702,1,2,2,1,Found,,,,,1
US,US47,47,Gabe,US0702,1,3,5,2,Played,Gabe,US0702,Not needed,0,2
US,US47,47,Rome,US0708,2,1,2,1,Found (beware),,,,,1
US,US47,47,Rome,US0708,2,2,4,2,Found,,,,,2
US,US47,47,Sam,US0709,3,1,4,2,Found (beware),,,,,2
US,US47,47,Sam,US0709,3,2,4,2,Found,,,,,2
US,US47,47,Sam,US0709,3,3,10,5,Expired,,,,,5
US,US47,47,Rome,US0708,2,3,7,3,Played,Rome,US0708,Not needed,1,3
US,US47,47,Rome,US0708,4,1,6,3,Found,,,,,3
US,US47,47,Rome,US0708,4,2,8,4,Played,Kishan,US0705,Not needed,,4
US,US47,47,Teeny,US0713,5,1,8,4,Found,,,,,4
US,US47,47,Caroline,US0701,6,1,8,4,Found,,,,,4
US,US47,47,Andy,US0698,7,1,8,4,Found,,,,,4
US,US47,47,Sue,US0712,8,1,8,4,Found,,,,,4
US,US47,47,Genevieve,US0703,9,1,11,6,Found,,,,,6
US,US47,47,Genevieve,US0703,9,2,11,6,Played,Genevieve,US0703,Yes,,6
US,US47,47,Teeny,US0713,5,2,12,6,Played,,,,,6
US,US47,47,Caroline,US0701,6,2,12,6,Played,,,,,6
US,US47,47,Andy,US0698,7,2,12,6,Played,,,,,6
US,US47,47,"Teeny, Caroline, Andy","US0701, US0698, US0713",10,1,12,6,Found,,,,,6
US,US47,47,"Teeny, Caroline, Andy","US0701, US0698, US0713",10,2,12,6,Played,Teeny,US0713,Not needed,0,6
US,US47,47,Sol,US0711,11,1,13,7,Found,,,,,7
US,US47,47,Sol,US0711,11,2,13,7,Played,Rachel,US0707,Yes,,7
US,US47,47,Rachel,US0707,12,1,14,8,Found,,,,,8
US,US47,47,Rachel,US0707,12,2,23,13,Played,Rachel,US0707,Yes,3,13
US,US47,47,Rachel,US0707,13,1,20,11,Found,,,,,11
US,US47,47,Rachel,US0707,13,2,23,13,Played,Sam,US0709,Not needed,,13
US,US47,47,Sue,US0712,8,2,24,13,Played,Sue,US0712,Not needed,0,14
US,US46,46,Tiffany,US0695,1,1,2,1,Found (beware),,,,,1
US,US46,46,Tiffany,US0695,1,2,2,1,Found,,,,,1
US,US46,46,Tiffany,US0695,1,3,19,10,Voted out with advantage,,,,,11
US,US46,46,Maria,US0689,2,1,2,1,Found,,,,,1
US,US46,46,Maria,US0689,2,2,9,5,Played,Jem,US0685,Not needed,,5
US,US46,46,Tevin,US0694,3,1,2,1,Found,,,,,1
US,US46,46,Tevin,US0694,3,2,16,8,Voted out with advantage,,,,,9
US,US46,46,Randen,US0692,4,1,5,2,Found (beware),,,,,2
US,US46,46,Randen,US0692,4,2,7,3,Left game with advantage,,,,,3
US,US46,46,Jem,US0685,5,1,8,4,Found (beware),,,,,4
US,US46,46,Jem,US0685,5,2,9,5,Found,,,,,5
US,US46,46,Jem,US0685,5,3,9,5,Voted out with advantage,,,,,5
US,US46,46,Hunter,US0684,6,1,9,5,Found (beware),,,,,5
US,US46,46,Hunter,US0684,6,2,11,6,Found,,,,,6
US,US46,46,Hunter,US0684,6,3,17,9,Voted out with advantage,,,,,10
US,US46,46,Venus,US0697,7,1,20,11,Found,,,,,12
US,US46,46,Venus,US0697,7,2,21,11,Voted out with advantage,,,,,12
US,US46,46,Q,US0691,8,1,23,12,Found,,,,,13
US,US46,46,Q,US0691,8,2,23,12,Voted out with advantage,,,,,13
US,US45,45,Austin,US0663,1,1,2,1,Found (beware),,,,,1
US,US45,45,Austin,US0663,1,2,6,3,Found,,,,,3
US,US45,45,Julie,US0672,1,3,17,9,Recieved,,,,,10
US,US45,45,Julie,US0672,1,4,21,11,Played,Julie,US0672,Yes,6,12
US,US45,45,Sabiyah,US0677,2,1,4,2,Found (beware),,,,,2
US,US45,45,Sabiyah,US0677,2,2,7,3,Found,,,,,3
US,US45,45,Sabiyah,US0677,2,3,7,3,Voted out with advantage,,,No,,3
US,US45,45,Drew,US0667,3,1,4,2,Found,,,,,2
US,US45,45,Kaleb,US0673,4,1,6,3,Found,,,,,3
US,US45,45,Drew,US0667,4,2,6,3,Recieved,,,,,3
US,US45,45,Austin,US0663,4,3,11,5,Recieved,,,,,5
US,US45,45,Austin,US0663,4,4,11,5,Played,Austin,US0663,Not needed,,5
US,US45,45,Austin,US0663,5,1,11,5,Found,,,,,5
US,US45,45,Austin,US0663,5,2,13,6,Became steal a vote,,,,,6
US,US45,45,Austin,US0663,5,3,17,9,Became hidden immunity idol,,,,,10
US,US45,45,Austin,US0663,5,4,23,12,Played,Austin,US0663,Not needed,0,13
US,US45,45,Kellie,US0675,6,1,11,5,Found,,,,,5
US,US45,45,Kellie,US0675,6,2,13,6,Became steal a vote,,,,,6
US,US45,45,Kellie,US0675,6,3,16,8,Voted out with advantage,,,,,9
US,US45,45,J. Maya,US0670,7,1,11,5,Found,,,,,5
US,US45,45,J. Maya,US0670,7,2,13,6,Voted out with advantage,,,,,6
US,US45,45,Bruce,US0657,8,1,12,6,Found (beware),,,,,6
US,US45,45,Bruce,US0657,8,2,12,6,Found,,,,,6
US,US45,45,Bruce,US0657,8,3,19,10,Voted out with advantage,,,,,11
US,US45,45,Jake,US0671,9,1,22,12,Found,,,,,13
US,US45,45,Jake,US0671,9,2,24,13,Played,Katurah,US0674,Not needed,1,14
US,US45,45,Jake,US0671,10,1,24,13,Found,,,,,14
US,US45,45,Jake,US0671,10,2,24,13,Played,Jake,US0671,No,,14
US,US44,44,Lauren,US0648,1,1,2,1,Found,,,,,1
US,US44,44,Lauren,US0648,1,2,3,1,Banked,,,,,1
US,US44,44,Jaime,US0646,1,3,17,9,Received,,,,,10
US,US44,44,Jaime,US0646,1,4,17,9,Played,Heidi,US0654,No,,10
US,US44,44,Brandon,US0645,2,1,2,1,Found,,,,,1
US,US44,44,Brandon,US0645,2,2,3,1,Played,Brandon,US0645,Yes,2,2
US,US44,44,Sarah,US0661,3,1,2,1,Found,,,,,1
US,US44,44,Sarah,US0661,3,2,9,4,Voted out with advantage,,,,,5
US,US44,44,Danny,US0652,4,1,4,2,Found,,,,,3
US,US44,44,Danny,US0652,4,2,15,8,Played,Frannie,US0653,Yes,6,9
US,US44,44,Carolyn,US0658,5,1,4,2,Found,,,,,3
US,US44,44,Carolyn,US0658,5,2,21,11,Played,Carson,US0659,Not needed,2,12
US,US44,44,Matthew,US0650,6,1,4,2,Found,,,,,3
US,US44,44,Matthew,US0650,6,2,11,5,Left game with advantage,,,,,6
US,US44,44,Josh,US0655,7,1,8,4,Found,,,,,5
US,US44,44,Josh,US0655,7,2,9,4,Played,Josh,US0655,Yes,2,5
US,US44,44,Carson,US0659,8,1,8,4,Found,,,,,5
US,US44,44,Carson,US0659,8,2,12,6,Expired,,,,,7
US,US44,44,Jaime,US0646,9,1,8,4,Found,,,,,5
US,US44,44,Jaime,US0646,9,2,12,6,Expired,,,,,7
US,US44,44,Heidi,US0654,10,1,14,7,Found,,,,,8
US,US44,44,Heidi,US0654,10,2,14,7,Played,Lauren,US0648,No,,8
US,US44,44,Heidi,US0654,11,1,16,9,Found,,,,,10
US,US44,44,Heidi,US0654,11,2,23,12,Played,Heidi,US0654,Not needed,0,13
US,US43,43,Gabler,US0638,1,1,2,1,Found,,,,,1
US,US43,43,Gabler,US0638,1,2,12,6,Expired,,,,,6
US,US43,43,Cody,US0628,2,1,5,2,Found (beware),,,,,2
US,US43,43,Cody,US0628,2,2,5,2,Found,,,,,2
US,US43,43,Jesse,US0634,2,3,14,7,Received,,,,,7
US,US43,43,Cody,US0628,2,4,14,7,Received,,,,,7
US,US43,43,Jesse,US0634,2,5,14,7,Received,,,,,7
US,US43,43,Owen,US0642,2,6,14,7,Received,,,,,7
US,US43,43,Owen,US0642,2,7,21,11,Played,Owen,US0642,Not needed,1,12
US,US43,43,Karla,US0636,3,1,6,3,Found (beware),,,,,3
US,US43,43,Karla,US0636,3,2,6,3,Found,,,,,3
US,US43,43,Karla,US0636,3,3,23,12,Played,Karla,US0636,Not needed,1,13
US,US43,43,Noelle,US0641,4,1,6,3,Found,,,,,3
US,US43,43,Noelle,US0641,4,2,17,9,Played,Owen,US0642,Not needed,,9
US,US43,43,Jeanine,US0633,5,1,10,5,Found (beware),,,,,5
US,US43,43,Jeanine,US0633,5,2,10,5,Found,,,,,5
US,US43,43,Dwight,US0629,5,3,14,7,Received,,,,,7
US,US43,43,Jesse,US0634,5,4,14,7,Received,,,,,7
US,US43,43,Jesse,US0634,5,5,23,12,Played,Jesse,US0634,Not needed,1,13
US,US43,43,Geo,US0631,6,1,11,5,Found,,,,,5
US,US43,43,Geo,US0631,6,2,11,5,Voted out with advantage,,,,,5
US,US43,43,James,US0632,7,1,14,7,Found,,,,,7
US,US43,43,James,US0632,7,2,17,9,Voted out with advantage,,,,,9
US,US43,43,Cody,US0628,8,1,21,11,Found,,,,,12
US,US43,43,Cody,US0628,8,2,21,11,Played,Owen,US0642,Yes,,12
US,US43,43,Karla,US0636,9,1,24,13,Found,,,,,14
US,US43,43,Karla,US0636,9,2,24,13,Played,Karla,US0636,No,,14
US,US42,42,Drea,US0611,1,1,1,1,Found,,,,,1
US,US42,42,Drea,US0611,1,2,19,10,Became steal a vote,,,,,12
US,US42,42,Drea,US0611,1,3,21,11,Voted out with advantage,,,,,13
US,US42,42,Hai,US0612,2,1,1,1,Found,,,,,1
US,US42,42,Hai,US0612,2,2,19,10,Voted out with advantage,,,,,12
US,US42,42,Lindsay,US0616,3,1,1,1,Found,,,,,1
US,US42,42,Lindsay,US0616,3,2,19,10,Became steal a vote,,,,,12
US,US42,42,Lindsay,US0616,3,3,21,11,Became hidden immunity idol,,,,,13
US,US42,42,Lindsay,US0616,3,4,23,12,Expired,,,,,14
US,US42,42,Drea,US0611,4,1,3,1,Found,,,,,1
US,US42,42,Drea,US0611,4,2,21,11,Played,Mike,US0620,No,,13
US,US42,42,Maryanne,US0619,5,1,5,2,Found,,,,,3
US,US42,42,Maryanne,US0619,5,2,23,12,Played,Omar,US0621,Yes,,14
US,US42,42,Mike,US0620,6,1,4,2,Found (beware),,,,,3
US,US42,42,Mike,US0620,6,2,10,5,Found,,,,,6
US,US42,42,Mike,US0620,6,3,24,13,Played,Maryanne,US0619,Not needed,0,15
US,US42,42,Maryanne,US0619,7,1,6,3,Found (beware),,,,,4
US,US42,42,Maryanne,US0619,7,2,10,5,Found,,,,,6
US,US42,42,Maryanne,US0619,7,3,17,9,Played,Maryanne,US0619,Not needed,0,11
US,US42,42,Omar,US0621,8,1,8,4,Found,,,,,5
US,US42,42,Omar,US0621,8,2,23,12,Voted out with advantage,,,,,14
US,US42,42,Drea,US0611,9,1,10,5,Found (beware),,,,,6
US,US42,42,Drea,US0611,9,2,10,5,Found,,,,,6
US,US42,42,Drea,US0611,9,3,17,9,Played,Drea,US0611,Not needed,0,11
US,US42,42,Drea,US0611,10,1,15,8,Found,,,,,9
US,US42,42,Drea,US0611,10,2,21,11,Played,Mike,US0620,No,,13
US,US42,42,Maryanne,US0619,11,1,19,10,Found,,,,,12
US,US42,42,Maryanne,US0619,11,2,24,13,Expired,,,,,15
US,US41,41,Xander,US0597,1,1,2,1,Found,,,,,1
US,US41,41,Xander,US0597,1,2,21,11,Played,Liana,US0608,Not needed,,13
US,US41,41,JD,US0603,2,1,2,1,Found,,,,,1
US,US41,41,Shan,US0606,2,2,9,4,Received,,,,,5
US,US41,41,Ricard,US0596,2,3,9,4,Received,,,,,5
US,US41,41,Shan,US0606,2,4,11,5,Received,,,,,6
US,US41,41,Shan,US0606,2,5,17,9,Played,Naseer,US0600,Yes,,10
US,US41,41,Deshawn,US0601,3,1,5,2,Found,,,,,3
US,US41,41,Deshawn,US0601,3,2,14,7,Played,Evvie,US0598,No,,8
US,US41,41,Xander,US0597,4,1,5,2,Found (beware),,,,,3
US,US41,41,Xander,US0597,4,2,11,5,Found,,,,,6
US,US41,41,Tiffany,US0604,4,3,14,7,Received,,,,,8
US,US41,41,Xander,US0597,4,4,16,8,Received,,,,,9
US,US41,41,Xander,US0597,4,5,24,13,Played,Xander,US0597,Not needed,0,15
US,US41,41,Brad,US0602,5,1,7,3,Found (beware),,,,,4
US,US41,41,Brad,US0602,5,2,7,3,Voted out with advantage,,,,,4
US,US41,41,Brad,US0602,6,1,6,3,Found,,,,,4
US,US41,41,Brad,US0602,6,2,7,3,Voted out with advantage,,,,,4
US,US41,41,Shan,US0606,7,1,11,5,Found (beware),,,,,6
US,US41,41,Shan,US0606,7,2,11,5,Found,,,,,6
US,US41,41,Shan,US0606,7,3,19,10,Voted out with advantage,,,,,12
US,US41,41,Naseer,US0600,8,1,11,5,Found (beware),,,,,6
US,US41,41,Naseer,US0600,8,2,11,5,Found,,,,,6
US,US41,41,Naseer,US0600,8,3,17,9,Voted out with advantage,,,,,10
US,US41,41,Liana,US0608,9,1,11,5,Found,,,,,6
US,US41,41,Liana,US0608,9,2,14,7,Played,Xander,US0597,No,,8
US,US40,40,Natalie,US0442,1,1,3,1,Found,,,,,1
US,US40,40,Sandra,US0112,1,2,3,1,Received,,,,,1
US,US40,40,Denise,US0386,1,3,16,6,Received,,,,,8
US,US40,40,Denise,US0386,1,4,16,6,Played,Denise,US0386,Yes,4,8
US,US40,40,Denise,US0386,2,1,4,2,Found,,,,,3
US,US40,40,Denise,US0386,2,2,4,2,Activated,,,,,3
US,US40,40,Denise,US0386,23,1,16,6,Found,,,,,8
US,US40,40,Denise,US0386,23,2,16,6,Played,Jeremy,US0433,Not needed,0,8
US,US40,40,Denise,US0386,3,1,4,2,Found,,,,,3
US,US40,40,Adam,US0498,3,2,4,2,Received,,,,,3
US,US40,40,Denise,US0386,3,3,6,2,Received,,,,,3
US,US40,40,Denise,US0386,3,4,16,6,Absorbed,,,,,8
US,US40,40,Kim,US0371,4,1,4,2,Found,,,,,3
US,US40,40,Kim,US0371,4,2,25,10,Activated,,,,,12
US,US40,40,Kim,US0371,5,1,4,2,Found,,,,,3
US,US40,40,Sophie,US0353,5,2,4,2,Received,,,,,3
US,US40,40,Kim,US0371,5,3,25,10,Received,,,,,12
US,US40,40,Kim,US0371,5,4,25,10,Absorbed,,,,,12
US,US40,40,Kim,US0371,45,1,25,10,Found,,,,,12
US,US40,40,Kim,US0371,45,2,25,10,Played,Denise,US0386,Not needed,2,12
US,US40,40,Sophie,US0353,7,1,12,5,Found,,,,,6
US,US40,40,Sophie,US0353,7,2,14,5,Activated,,,,,6
US,US40,40,Sophie,US0353,78,1,14,5,Found,,,,,6
US,US40,40,Sophie,US0353,78,2,28,11,Voted out with advantage,,,,,13
US,US40,40,Sophie,US0353,8,1,12,5,Found,,,,,6
US,US40,40,Sarah,US0414,8,2,12,5,Received,,,,,6
US,US40,40,Sophie,US0353,8,3,14,5,Received,,,,,6
US,US40,40,Sophie,US0353,8,4,14,5,Absorbed,,,,,6
US,US40,40,Michele,US0478,10,1,22,9,Found,,,,,11
US,US40,40,Jeremy,US0433,10,2,29,12,Received,,,,,14
US,US40,40,Michele,US0478,10,3,30,13,Received,,,,,15
US,US40,40,Michele,US0478,10,4,31,13,Played,Michele,US0478,Not needed,2,15
US,US40,40,Tony,US0424,11,1,28,11,Found,,,,,13
US,US40,40,Tony,US0424,11,2,36,14,Played,Tony,US0424,Not needed,0,17
US,US40,40,Ben,US0516,12,1,29,12,Found,,,,,14
US,US40,40,Ben,US0516,12,2,36,14,Played,Ben,US0516,Not needed,2,17
US,US40,40,Natalie,US0442,13,1,35,14,Found,,,,,17
US,US40,40,Natalie,US0442,13,2,36,14,Played,Natalie,US0442,Yes,4,17
US,US40,40,Natalie,US0442,14,1,37,14,Found,,,,,18
US,US40,40,Natalie,US0442,14,2,37,14,Played,Natalie,US0442,Not needed,0,18
US,US40,40,Tyson,US0274,9,1,15,6,Found,,,,,7
US,US40,40,Parvati,US0197,9,2,15,6,Received,,,,,7
US,US40,40,Parvati,US0197,9,3,16,6,Voted out with advantage,,,,,7
US,US40,40,Natalie,US0442,6,1,8,3,Found,,,,,4
US,US40,40,Sarah,US0414,6,2,8,3,Received,,,,,4
US,US40,40,Sarah,US0414,6,3,25,10,Played,Denise,US0386,Yes,,12
US,US39,39,Chelsea,US0574,1,1,4,2,Found,,,,,2
US,US39,39,Chelsea,US0574,1,2,11,4,Voted out with advantage,,,,,4
US,US39,39,Kellee,US0578,2,1,5,2,Found,,,,,2
US,US39,39,Dean,US0589,2,2,19,7,Received,,,,,7
US,US39,39,Dean,US0589,2,3,19,7,Played,Dean,US0589,Yes,5,7
US,US39,39,Vince,US0573,3,1,7,3,Found,,,,,3
US,US39,39,Vince,US0573,3,2,8,3,Voted out with advantage,,,,,3
US,US39,39,Jamal,US0579,4,1,9,4,Found,,,,,4
US,US39,39,Jamal,US0579,4,2,19,7,Played,Noura,US0588,Not needed,0,7
US,US39,39,Kellee,US0578,6,1,20,8,Found,,,,,8
US,US39,39,Kellee,US0578,6,2,22,8,Voted out with advantage,,,,,8
US,US39,39,Kellee,US0578,7,1,22,8,Found,,,,,8
US,US39,39,Kellee,US0578,7,2,22,8,Voted out with advantage,,,,,8
US,US39,39,Janet,US0586,8,1,23,8,Found,,,,,9
US,US39,39,Janet,US0586,8,2,24,8,Played,Janet,US0586,Not needed,2,9
US,US39,39,Karishma,US0583,9,1,25,9,Found,,,,,10
US,US39,39,Karishma,US0583,9,2,30,10,Played,Karishma,US0583,Yes,7,12
US,US39,39,Lauren,US0587,10,1,30,10,Found,,,,,12
US,US39,39,Lauren,US0587,10,2,30,10,Played,Lauren,US0587,Not needed,0,12
US,US39,39,Elaine,US0584,11,1,31,11,Found,,,,,13
US,US39,39,Elaine,US0584,11,2,32,11,Played,Elaine,US0584,Not needed,0,13
US,US39,39,Janet,US0586,12,1,33,12,Found,,,,,14
US,US39,39,Janet,US0586,12,2,37,13,Played,Janet,US0586,Not needed,4,16
US,US39,39,Dean,US0589,14,1,36,13,Found,,,,,16
US,US39,39,Dean,US0589,14,2,37,13,Expired,,,,,16
US,US39,39,Dean,US0589,13,1,34,12,Found,,,,,14
US,US39,39,Dean,US0589,13,2,37,13,Played,Janet,US0586,Yes,,16
US,US39,39,Elaine,US0584,5,1,16,6,Found,,,,,6
US,US39,39,Elaine,US0584,5,2,16,6,Played,Jason,US0576,Yes,,6
US,US38,38,Ron,US0565,1,1,1,1,Found,,,,,1
US,US38,38,Ron,US0565,1,2,8,3,Expired,,,,,3
US,US38,38,Lauren,US0568,2,1,4,2,Found,,,,,2
US,US38,38,Lauren,US0568,2,2,36,13,Played,Chris,US0559,Not needed,1,15
US,US38,38,Aubry,US0477,3,1,7,3,Found,,,,,3
US,US38,38,Aubry,US0477,3,2,13,5,Voted out with advantage,,,,,6
US,US38,38,Rick,US0560,4,1,13,5,Found,,,,,
US,US38,38,Aubry,US0477,4,2,13,5,Received,,,,,
US,US38,38,Aubry,US0477,4,3,13,5,Voted out with advantage,,,,,
US,US38,38,Kelley,US0429,5,1,16,5,Found,,,,,6
US,US38,38,Kelley,US0429,5,2,27,9,Voted out with advantage,,,,,11
US,US38,38,Rick,US0560,6,1,18,6,Found,,,,,7
US,US38,38,Rick,US0560,6,2,23,8,Played,David,US0495,Not needed,1,9
US,US38,38,Aurora,US0566,7,2,21,7,Found,,,,,8
US,US38,38,Ron,US0565,7,3,27,9,Received,,,,,11
US,US38,38,Aurora,US0566,7,4,28,10,Received,,,,,12
US,US38,38,Gavin,US0570,7,5,28,10,Received,,,,,12
US,US38,38,Gavin,US0570,7,6,31,11,Played,Ron,US0565,Not needed,,13
US,US38,38,Rick,US0560,8,1,30,11,Found,,,,,13
US,US38,38,Rick,US0560,8,2,31,11,Played,Rick,US0560,Yes,4,13
US,US38,38,Rick,US0560,9,1,32,12,Found,,,,,14
US,US38,38,Rick,US0560,9,2,36,13,Played,Rick,US0560,Yes,3,15
US,US38,38,Chris,US0559,10,1,35,13,Found,,,,,15
US,US38,38,Chris,US0559,10,2,37,13,Played,Chris,US0559,Yes,3,16
US,US38,38,Rick,US0560,11,1,37,13,Found,,,,,15
US,US38,38,Gavin,US0570,11,2,37,13,Received,,,,,15
US,US38,38,Gavin,US0570,11,3,37,13,Played,Gavin,US0570,Not needed,0,15
US,US37,37,Dan,US0546,1,1,2,1,Found,,,,,1
US,US37,37,Dan,US0546,1,2,22,8,Played,Angelina,US0554,Not needed,2,9
US,US37,37,Davie,US0551,2,1,4,2,Found,,,,,2
US,US37,37,Davie,US0551,2,2,22,8,Played,Christian,US0550,Yes,7,9
US,US37,37,Carl,US0548,3,1,10,4,Found,,,,,4
US,US37,37,Carl,US0548,3,2,25,9,Played,Dan,US0546,Yes,,10
US,US37,37,Dan,US0546,4,1,15,5,Found,,,,,6
US,US37,37,Dan,US0546,4,2,25,9,Played,Dan,US0546,No,0,10
US,US37,37,Nick,US0556,5,1,21,7,Found,,,,,8
US,US37,37,Nick,US0556,5,2,25,9,Played,Alison,US0552,Yes,,10
US,US37,37,Christian,US0550,6,1,24,9,Found,,,,,10
US,US37,37,Christian,US0550,6,2,32,11,Played,Christian,US0550,Yes,5,13
US,US37,37,Nick,US0556,7,1,26,10,Found,,,,,11
US,US37,37,Nick,US0556,7,2,35,12,Played,Nick,US0556,Not needed,0,14
US,US37,37,Davie,US0551,8,1,34,12,Found,,,,,14
US,US37,37,Davie,US0551,8,2,35,12,Played,Davie,US0551,Not needed,2,14
US,US37,37,Angelina,US0554,9,1,36,13,Found,,,,,15
US,US37,37,Angelina,US0554,9,2,37,13,Played,Angelina,US0554,Not needed,0,15
US,US36,36,Jacob,US0518,1,1,3,1,Found,,,,,1
US,US36,36,Morgan,US0519,1,2,4,1,Received,,,,,1
US,US36,36,Domenick,US0535,1,3,9,2,Received,,,,,3
US,US36,36,Domenick,US0535,1,4,22,7,Played,Domenick,US0535,Not needed,0,8
US,US36,36,Domenick,US0535,2,1,4,1,Found,,,,,1
US,US36,36,Domenick,US0535,2,2,37,13,Played,Domenick,US0535,Not needed,1,15
US,US36,36,Michael,US0528,3,1,8,2,Found,,,,,3
US,US36,36,Michael,US0528,3,2,12,3,Played,Stephanie,US0521,Not needed,0,4
US,US36,36,Kellyn,US0530,4,1,18,6,Found,,,,,7
US,US36,36,Kellyn,US0530,4,2,29,10,Played,Laurel,US0534,No,,11
US,US36,36,Michael,US0528,5,1,18,6,Found,,,,,7
US,US36,36,Michael,US0528,5,2,25,8,Played,Michael,US0528,Yes,7,9
US,US36,36,Wendell,US0536,6,1,18,6,Found,,,,,7
US,US36,36,Wendell,US0536,6,2,37,13,Played,Laurel,US0534,Not needed,1,16
US,US36,36,Chris,US0524,7,1,20,7,Found,,,,,8
US,US36,36,Chris,US0524,7,2,22,7,Voted out with advantage,,,,,8
US,US36,36,Donathan,US0532,8,1,27,9,Found,,,,,10
US,US36,36,Donathan,US0532,8,2,27,9,Activated,,,,,10
US,US36,36,Donathan,US0532,8,3,29,10,Played,Donathan,US0532,Not needed,1,11
US,US36,36,Donathan,US0532,9,1,27,9,Found,,,,,10
US,US36,36,Donathan,US0532,9,2,29,10,Absorbed,,,,,11
US,US36,36,Sebastian,US0531,10,1,33,12,Found,,,,,14
US,US36,36,Sebastian,US0531,10,2,36,13,Voted out with advantage,,,,,15
US,US35,35,Ryan,US0514,1,1,1,1,Found,,,,,1
US,US35,35,Chrissy,US0515,1,2,3,1,Received,,,,,1
US,US35,35,Chrissy,US0515,1,3,37,13,Expired,,,,,14
US,US35,35,Joe,US0509,2,1,5,2,Found,,,,,2
US,US35,35,Joe,US0509,2,2,11,4,Played,Joe,US0509,Yes,2,4
US,US35,35,Jessica,US0505,3,1,9,4,Found,,,,,4
US,US35,35,Jessica,US0505,3,2,11,4,Played,Devon,US0513,Yes,,4
US,US35,35,Mike,US0512,4,1,13,5,Found,,,,,5
US,US35,35,Mike,US0512,4,2,24,9,Played,Mike,US0512,Not needed,2,9
US,US35,35,Joe,US0509,5,1,15,6,Found,,,,,6
US,US35,35,Joe,US0509,5,2,19,7,Played,Joe,US0509,Not needed,0,7
US,US35,35,Lauren,US0510,6,1,20,8,Found,,,,,8
US,US35,35,Lauren,US0510,6,2,33,11,Voted out with advantage,,,,,12
